old_product_code,historical_period,total_monthly_sales,market_region
ART-1181-MID-XS,2023-11,4823,Europe
ART-1097-OLI-M,2024-08,1087,Europe
ART-1270-OLI-S,2024-08,4617,Europe
ART-1292-MID-XL,2023-06,3246,Europe
ART-1386-CLA-XS,2024-03,3592,North America
ART-1061-MID-S,2024-03,4666,Asia
ART-1442-CLA-S,2025-02,1362,Asia
ART-1084-OLI-S,2025-01,3231,Asia
ART-1484-CLA-XS,2024-10,4954,Asia
ART-1287-CLA-M,2023-12,3132,North America
ART-1031-CLA-XL,2023-12,1364,Asia
ART-1159-MID-M,2024-10,2019,Europe
ART-1450-OLI-L,2024-06,1577,Asia
ART-1055-OLI-S,2024-04,1959,Asia
ART-1150-OLI-L,2024-05,1699,North America
ART-1356-MID-L,2024-12,3007,North America
ART-1071-OLI-L,2023-11,2482,Asia
ART-1099-OLI-L,2023-12,1837,Europe
ART-1241-OLI-L,2023-11,3397,Asia
ART-1103-CLA-XS,2024-03,1589,North America
ART-1235-OLI-S,2024-12,3576,North America
ART-1272-CLA-M,2024-06,2409,Europe
ART-1425-OLI-M,2024-10,3137,Europe
ART-1144-NAV-L,2023-08,4822,Europe
ART-1263-NAV-M,2023-06,4979,Asia
ART-1417-OLI-XS,2024-01,1925,Europe
ART-1094-NAV-S,2024-12,4462,Asia
ART-1476-OLI-XL,2024-12,2617,Asia
ART-1231-MID-XS,2024-09,2965,Europe
ART-1029-CLA-XL,2025-01,2370,North America
ART-1165-CLA-M,2024-11,4489,Europe
ART-1006-OLI-XL,2023-11,2299,North America
ART-1278-CLA-XS,2023-06,2548,Asia
ART-1315-OLI-XS,2024-01,1264,Europe
ART-1495-OLI-M,2024-09,1422,Europe
ART-1053-OLI-L,2025-01,2754,North America
ART-1436-MID-L,2024-05,3785,North America
ART-1249-NAV-XL,2024-06,1477,Europe
ART-1429-NAV-S,2023-11,4214,North America
ART-1192-MID-S,2024-09,1060,Europe
ART-1384-NAV-L,2024-07,3316,Europe
ART-1129-CLA-S,2023-12,3674,Europe
ART-1360-MID-M,2023-06,4191,Asia
ART-1228-OLI-XS,2023-12,1372,Asia
ART-1466-MID-S,2023-07,4991,North America
ART-1020-OLI-M,2024-01,3470,North America
ART-1133-CLA-L,2023-10,2326,North America
ART-1055-MID-M,2023-10,1672,North America
ART-1027-OLI-L,2024-10,3525,North America
ART-1362-MID-M,2024-05,4289,North America
ART-1264-CLA-S,2025-01,1784,North America
ART-1034-CLA-M,2024-06,4124,Asia
ART-1002-MID-S,2023-06,3914,Europe
ART-1341-NAV-XS,2023-07,1395,Asia
ART-1071-CLA-XS,2024-11,3625,Asia
ART-1046-CLA-XL,2024-03,1423,Asia
ART-1379-NAV-S,2024-10,4439,Europe
ART-1080-OLI-XS,2024-12,4289,North America
ART-1441-CLA-L,2023-09,4560,North America
ART-1229-OLI-L,2025-02,1767,North America
ART-1466-MID-XS,2023-10,4350,North America
ART-1341-NAV-L,2023-12,1193,Europe
ART-1117-OLI-XL,2023-07,3010,North America
ART-1395-MID-XL,2024-04,4522,Europe
ART-1435-OLI-M,2023-08,2177,Europe
ART-1244-MID-M,2023-12,4139,Europe
ART-1350-CLA-L,2024-04,1327,Asia
ART-1436-NAV-XL,2023-09,1633,Europe
ART-1197-MID-M,2023-11,3186,Asia
ART-1414-NAV-XL,2023-08,1213,Asia
ART-1135-NAV-L,2024-03,3787,Asia
ART-1275-NAV-S,2024-08,4945,Asia
ART-1210-OLI-L,2024-09,2282,Europe
ART-1081-CLA-XS,2023-06,1363,Asia
ART-1301-OLI-XS,2025-01,3028,Asia
ART-1474-CLA-XS,2025-01,4236,Europe
ART-1365-MID-S,2024-01,4910,Asia
ART-1245-CLA-XL,2024-11,1359,Asia
ART-1099-NAV-XS,2023-06,1123,Asia
ART-1484-NAV-M,2024-09,3750,North America
ART-1484-OLI-XL,2024-10,1143,North America
ART-1182-MID-XS,2024-02,4613,Asia
ART-1075-OLI-XS,2023-07,2264,Asia
ART-1404-CLA-M,2023-09,1329,Europe
ART-1062-NAV-L,2023-09,2666,North America
ART-1188-CLA-XL,2024-12,4357,Europe
ART-1167-NAV-L,2024-07,4384,Europe
ART-1042-CLA-XL,2024-03,3295,North America
ART-1171-NAV-XS,2024-02,4710,North America
ART-1136-MID-L,2024-08,1393,North America
ART-1280-OLI-L,2023-10,1011,North America
ART-1021-NAV-L,2024-06,2318,Asia
ART-1235-MID-XL,2025-01,1706,Asia
ART-1396-OLI-XS,2023-05,4655,North America
ART-1444-OLI-L,2023-06,1665,Asia
ART-1274-OLI-S,2023-09,2279,Asia
ART-1098-CLA-S,2024-01,3876,Europe
ART-1453-CLA-XL,2023-09,2723,Europe
ART-1483-MID-S,2024-01,4665,North America
ART-1131-MID-L,2024-08,3837,North America
ART-1452-NAV-L,2024-12,1066,Europe
ART-1129-CLA-XL,2024-06,4527,North America
ART-1071-CLA-XS,2023-09,4738,Asia
ART-1277-MID-S,2024-01,4625,Europe
ART-1452-CLA-XL,2024-08,3077,Europe
ART-1496-MID-M,2024-11,1661,Europe
ART-1168-CLA-L,2024-06,4857,North America
ART-1165-CLA-XL,2024-03,3486,Europe
ART-1062-MID-XL,2024-01,2006,North America
ART-1131-OLI-XS,2024-11,3174,North America
ART-1393-NAV-M,2024-04,3462,North America
ART-1490-CLA-XS,2024-06,4535,Europe
ART-1485-MID-L,2024-05,1584,Asia
ART-1361-NAV-XL,2023-08,1541,Europe
ART-1150-OLI-S,2023-09,4220,Europe
ART-1383-CLA-M,2024-09,3647,North America
ART-1314-OLI-L,2023-12,3150,Asia
ART-1244-OLI-L,2023-07,1667,Asia
ART-1273-MID-M,2024-12,1599,North America
ART-1340-CLA-XL,2024-02,1042,Europe
ART-1224-CLA-S,2023-10,4844,Europe
ART-1422-CLA-XL,2024-10,3692,North America
ART-1035-MID-XS,2025-02,4741,North America
ART-1100-CLA-L,2024-06,3624,Asia
ART-1116-OLI-M,2023-09,3322,Europe
ART-1139-OLI-M,2024-04,2789,Asia
ART-1307-OLI-M,2023-09,1107,Europe
ART-1352-CLA-M,2023-12,2428,Europe
ART-1071-CLA-L,2023-10,2171,Asia
ART-1410-MID-XS,2023-08,4885,North America
ART-1140-CLA-XL,2025-01,3757,Europe
ART-1162-CLA-M,2023-08,3132,North America
ART-1168-OLI-XS,2024-03,4880,North America
ART-1064-MID-XS,2024-09,2904,North America
ART-1019-NAV-S,2024-11,3599,Asia
ART-1463-NAV-L,2023-09,1006,Europe
ART-1358-NAV-L,2023-06,4591,North America
ART-1279-MID-S,2025-01,1103,Europe
ART-1308-MID-XS,2023-09,4709,Europe
ART-1467-NAV-L,2023-09,2753,Europe
ART-1117-MID-XS,2023-09,2887,Europe
ART-1428-OLI-M,2025-01,4533,Asia
ART-1405-OLI-M,2024-07,4288,Asia
ART-1447-NAV-XS,2023-05,2707,Asia
ART-1143-OLI-XL,2024-01,4657,North America
ART-1161-CLA-L,2024-10,1406,Europe
ART-1047-MID-M,2023-06,4886,Asia
ART-1068-MID-M,2024-05,1987,North America
ART-1220-MID-XL,2024-12,4413,Europe
ART-1058-CLA-S,2023-11,3240,Europe
ART-1441-MID-L,2023-10,2354,Europe
ART-1424-MID-S,2024-11,4827,Asia
ART-1147-MID-L,2023-06,3961,Asia
ART-1380-OLI-XL,2024-09,2893,North America
ART-1368-OLI-L,2023-09,1493,North America
ART-1297-CLA-XS,2024-06,2700,North America
ART-1076-NAV-XL,2025-02,3799,Europe
ART-1181-MID-XS,2024-06,1049,North America
ART-1222-OLI-S,2024-01,1774,North America
ART-1131-CLA-S,2024-06,2876,North America
ART-1212-MID-XL,2023-09,4154,Europe
ART-1162-CLA-M,2025-01,3595,North America
ART-1409-CLA-S,2024-05,2659,North America
ART-1228-OLI-L,2023-10,2743,Europe
ART-1170-OLI-M,2025-02,3786,Asia
ART-1174-CLA-S,2024-12,2010,Europe
ART-1452-CLA-M,2024-01,1656,Asia
ART-1217-OLI-XL,2023-09,3737,Europe
ART-1417-OLI-XL,2023-08,3405,Europe
ART-1354-OLI-XL,2024-03,2403,Europe
ART-1425-MID-S,2024-12,3391,North America
ART-1349-NAV-L,2023-09,3114,North America
ART-1317-MID-XS,2023-07,2790,Europe
ART-1468-NAV-M,2024-06,4294,Asia
ART-1005-CLA-M,2024-02,3490,Asia
ART-1228-CLA-M,2023-11,2114,North America
ART-1493-OLI-L,2025-01,3981,North America
ART-1070-NAV-M,2024-08,1243,Asia
ART-1163-MID-M,2024-12,4817,North America
ART-1111-NAV-XS,2024-04,1372,Asia
ART-1468-MID-S,2024-05,3879,Asia
ART-1155-CLA-L,2024-11,2223,Europe
ART-1228-CLA-XL,2023-06,3444,Europe
ART-1288-MID-M,2024-03,3635,North America
ART-1390-CLA-XL,2024-05,2839,Europe
ART-1485-MID-XS,2025-01,2002,Europe
ART-1380-MID-S,2024-10,4930,Asia
ART-1317-MID-S,2024-03,1551,Asia
ART-1204-NAV-S,2023-06,1055,Asia
ART-1043-MID-M,2024-11,2381,Asia
ART-1250-OLI-L,2025-01,1709,Europe
ART-1172-CLA-XL,2024-04,2555,Asia
ART-1018-NAV-S,2023-05,3266,North America
ART-1361-OLI-S,2024-12,4617,Europe
ART-1111-NAV-XS,2024-06,4139,Europe
ART-1218-MID-XS,2024-01,4081,North America
ART-1071-MID-S,2024-12,2947,North America
ART-1189-OLI-XL,2025-01,2201,Europe
ART-1333-NAV-M,2024-06,3105,North America
ART-1281-CLA-XS,2023-12,1783,Europe
ART-1078-OLI-XS,2024-01,1561,Europe
ART-1009-CLA-L,2024-10,2393,Asia
ART-1220-CLA-M,2023-08,1372,North America
ART-1309-NAV-M,2024-12,3664,Europe
ART-1275-MID-XL,2024-05,3667,Asia
ART-1088-CLA-L,2024-09,1553,Asia
ART-1499-OLI-S,2023-11,3054,Europe
ART-1275-MID-S,2024-10,1096,Europe
ART-1499-MID-XL,2024-07,4467,North America
ART-1038-CLA-S,2024-04,4427,Europe
ART-1240-CLA-XL,2024-11,4244,Asia
ART-1077-MID-XS,2023-09,4030,Europe
ART-1382-MID-L,2025-01,4168,Asia
ART-1208-CLA-XS,2024-03,3742,Asia
ART-1309-OLI-M,2023-08,4319,Europe
ART-1464-NAV-XL,2024-10,4713,North America
ART-1348-CLA-M,2024-07,3145,Europe
ART-1418-OLI-L,2023-12,3847,Europe
ART-1277-CLA-XL,2024-02,1216,Asia
ART-1467-OLI-M,2024-02,4965,North America
ART-1209-MID-L,2024-04,1196,Europe
ART-1045-MID-S,2023-10,4711,Europe
ART-1202-OLI-S,2023-06,3710,North America
ART-1294-CLA-XS,2024-04,4334,Asia
ART-1175-MID-L,2023-06,3790,North America
ART-1149-CLA-S,2024-08,1333,North America
ART-1302-CLA-XS,2024-04,3862,Asia
ART-1216-MID-M,2024-07,1377,Asia
ART-1023-MID-XS,2024-12,3296,Asia
ART-1457-NAV-S,2023-07,4735,Europe
ART-1248-MID-L,2024-01,3092,Asia
ART-1290-MID-S,2024-11,2692,Europe
ART-1428-OLI-L,2025-01,2476,Europe
ART-1064-CLA-XL,2024-02,4264,North America
ART-1475-OLI-L,2025-01,4244,Asia
ART-1032-CLA-XS,2025-01,2807,North America
ART-1281-MID-XL,2023-11,2061,Asia
ART-1177-NAV-L,2023-11,4805,North America
ART-1160-NAV-XS,2024-08,1788,North America
ART-1491-MID-M,2023-09,1838,North America
ART-1265-CLA-M,2024-09,1423,North America
ART-1180-MID-XL,2024-04,2693,Asia
ART-1286-MID-XL,2024-12,2969,Asia
ART-1175-OLI-XL,2024-04,2603,Asia
ART-1421-OLI-M,2024-09,2969,North America
ART-1098-OLI-M,2024-11,1160,Europe
ART-1160-OLI-S,2024-01,4292,Asia
ART-1093-MID-L,2023-09,3099,Europe
ART-1282-MID-XL,2023-07,1123,Asia
ART-1497-MID-M,2023-11,3048,Asia
ART-1173-CLA-XS,2023-06,3934,Europe
ART-1169-CLA-XS,2024-02,1749,Europe
ART-1190-CLA-XL,2024-07,2731,Asia
ART-1155-OLI-XL,2023-12,2688,North America
ART-1491-CLA-S,2023-12,1128,Asia
ART-1137-NAV-XL,2024-10,4963,North America
ART-1134-CLA-XS,2024-05,3098,Asia
ART-1498-NAV-L,2023-11,4451,Europe
ART-1351-CLA-M,2023-08,3664,North America
ART-1325-NAV-L,2023-07,2386,Europe
ART-1337-OLI-S,2024-12,4816,Europe
ART-1207-MID-XL,2024-01,4001,Asia
ART-1354-MID-S,2023-08,1161,Europe
ART-1346-MID-S,2024-06,3730,Europe
ART-1027-OLI-XL,2023-06,2210,North America
ART-1276-CLA-XS,2024-12,4677,North America
ART-1226-NAV-XL,2024-11,4737,Asia
ART-1132-CLA-XS,2024-07,2919,North America
ART-1305-CLA-S,2024-07,4028,Europe
ART-1100-OLI-XS,2024-02,4361,Europe
ART-1457-OLI-XS,2024-06,4636,North America
ART-1027-NAV-XS,2024-01,4254,Asia
ART-1440-OLI-S,2024-03,4611,Asia
ART-1202-NAV-L,2024-12,3028,North America
ART-1370-MID-M,2024-08,4562,Europe
ART-1117-OLI-XS,2023-06,4626,Europe
ART-1359-MID-L,2024-07,3116,Europe
ART-1410-MID-M,2024-08,4876,Asia
ART-1309-OLI-S,2024-10,2989,North America
ART-1414-MID-S,2024-02,2922,Europe
ART-1125-CLA-M,2024-07,4255,Europe
ART-1263-NAV-M,2024-08,4840,North America
ART-1267-OLI-XS,2024-09,4410,Europe
ART-1442-MID-L,2024-11,3665,North America
ART-1114-CLA-XS,2024-04,4726,Europe
ART-1232-CLA-XL,2023-10,2895,Asia
ART-1173-CLA-XL,2024-02,2749,North America
ART-1214-NAV-M,2024-02,3690,Europe
ART-1227-OLI-XL,2023-09,1403,Asia
ART-1298-MID-L,2024-04,2545,North America
ART-1242-MID-S,2024-11,1151,Asia
ART-1298-CLA-M,2024-02,2484,North America
ART-1101-CLA-M,2024-01,4080,Europe
ART-1078-OLI-M,2024-03,4567,Asia
ART-1315-OLI-XL,2024-06,3200,Europe
ART-1243-OLI-XS,2024-12,1723,North America
ART-1081-OLI-L,2024-03,4673,North America
ART-1405-OLI-S,2024-12,3871,North America
ART-1252-MID-L,2024-05,4655,Asia
ART-1145-OLI-XL,2024-08,2203,Europe
ART-1355-NAV-M,2024-07,4329,Asia
ART-1291-MID-XS,2024-02,2789,North America
ART-1170-NAV-M,2023-07,4227,Europe
ART-1344-CLA-XL,2023-05,4356,Europe
ART-1453-NAV-L,2023-07,4388,North America
ART-1477-NAV-L,2024-11,1500,Asia
ART-1080-OLI-S,2025-01,4834,Europe
ART-1095-NAV-M,2023-06,2022,North America
ART-1079-CLA-M,2024-02,2576,North America
ART-1033-MID-M,2023-06,3753,Asia
ART-1353-CLA-L,2023-10,1600,Asia
ART-1308-NAV-XL,2024-06,1789,North America
ART-1253-MID-XL,2024-01,3586,Europe
ART-1008-NAV-L,2024-02,2609,North America
ART-1427-CLA-XS,2024-07,3191,Asia
ART-1457-NAV-M,2024-09,3962,Europe
ART-1438-OLI-XL,2024-08,2238,Asia
ART-1386-NAV-S,2023-12,4268,North America
ART-1202-MID-L,2024-09,2699,Europe
ART-1155-OLI-XL,2024-03,3916,Europe
ART-1280-NAV-L,2024-05,2727,Asia
ART-1028-CLA-XL,2023-07,4355,North America
ART-1074-NAV-XS,2024-12,2846,North America
ART-1223-MID-XL,2024-03,1471,Europe
ART-1463-MID-XL,2024-12,4607,Europe
ART-1002-NAV-L,2024-10,4228,Europe
ART-1066-OLI-XS,2023-08,1507,North America
ART-1483-NAV-S,2024-07,2237,North America
ART-1496-NAV-M,2023-07,2358,Asia
ART-1282-CLA-XS,2024-07,1507,Europe
ART-1066-MID-M,2023-08,2789,Europe
ART-1166-NAV-L,2024-08,2355,Europe
ART-1390-NAV-S,2023-11,1737,North America
ART-1365-NAV-M,2023-10,1373,Europe
ART-1028-OLI-XL,2024-09,4543,Asia
ART-1059-MID-M,2024-08,3051,North America
ART-1021-CLA-S,2024-09,4437,Europe
ART-1003-OLI-M,2024-11,2714,North America
ART-1326-MID-L,2023-07,3057,Europe
ART-1420-CLA-XS,2024-04,2756,Asia
ART-1214-MID-M,2023-11,4143,North America
ART-1446-MID-M,2024-08,4011,Europe
ART-1021-NAV-M,2024-09,2983,Europe
ART-1428-OLI-M,2024-11,1125,Europe
ART-1469-CLA-S,2023-11,4193,Asia
ART-1279-CLA-XS,2024-10,3641,Asia
ART-1368-CLA-S,2023-10,1247,Europe
ART-1293-NAV-S,2024-05,4203,Asia
ART-1386-MID-M,2024-10,2397,North America
ART-1262-CLA-S,2024-03,1553,Europe
ART-1179-NAV-S,2024-07,1669,Europe
ART-1262-MID-XL,2023-06,1985,Europe
ART-1171-NAV-XL,2023-08,4823,Europe
ART-1151-NAV-XS,2023-11,1068,Europe
ART-1488-MID-L,2023-08,4345,Asia
ART-1168-CLA-XL,2024-01,4347,Europe
ART-1475-OLI-S,2023-10,2730,Europe
ART-1337-OLI-M,2024-07,1536,North America
ART-1485-NAV-XS,2024-01,1430,North America
ART-1081-OLI-S,2024-11,2713,North America
ART-1394-OLI-XS,2024-05,4117,Europe
ART-1166-NAV-L,2024-08,3015,Europe
ART-1270-CLA-XL,2025-01,4211,Asia
ART-1413-NAV-S,2023-07,2606,Asia
ART-1003-CLA-L,2024-08,4630,Asia
ART-1286-NAV-L,2024-01,4165,Asia
ART-1418-OLI-XL,2024-02,1498,North America
ART-1405-OLI-L,2024-12,3789,North America
ART-1083-OLI-XS,2023-06,4603,Europe
ART-1161-NAV-M,2024-04,3020,Europe
ART-1054-NAV-XS,2024-03,4635,North America
ART-1130-OLI-XL,2024-01,2090,Asia
ART-1111-OLI-XL,2024-01,4109,North America
ART-1178-NAV-S,2023-10,4243,North America
ART-1497-NAV-M,2023-09,4254,Asia
ART-1287-NAV-S,2023-06,2475,Europe
ART-1299-MID-M,2024-03,2469,Asia
ART-1241-NAV-L,2024-03,4137,North America
ART-1053-NAV-M,2023-07,1868,Asia
ART-1153-MID-L,2023-06,3478,Asia
ART-1341-MID-S,2023-08,4365,Asia
ART-1487-MID-M,2024-01,3667,North America
ART-1370-MID-S,2024-07,4985,Europe
ART-1438-MID-M,2023-05,2437,Asia
ART-1060-OLI-S,2023-09,2551,North America
ART-1491-NAV-XL,2023-05,1376,Asia
ART-1212-MID-M,2024-09,3931,Europe
ART-1290-NAV-M,2023-07,1919,North America
ART-1320-MID-M,2024-10,4046,Asia
ART-1436-OLI-XS,2025-01,2397,Asia
ART-1457-MID-M,2023-06,1947,North America
ART-1070-CLA-XS,2023-12,2248,Europe
ART-1496-CLA-XL,2024-08,4868,Europe
ART-1383-NAV-L,2024-05,2376,Asia
ART-1335-NAV-XS,2023-10,2691,Europe
ART-1285-OLI-XS,2024-05,4648,Europe
ART-1071-MID-L,2023-09,4961,Europe
ART-1134-MID-S,2024-10,4847,Europe
ART-1097-CLA-L,2024-03,4756,North America
ART-1492-OLI-XS,2024-12,1051,Asia
ART-1466-MID-XS,2024-01,3548,North America
ART-1433-CLA-L,2023-12,1607,Europe
ART-1422-MID-XS,2023-08,4863,Asia
ART-1452-MID-XS,2023-10,1816,North America
ART-1100-OLI-S,2023-06,4811,Europe
ART-1175-MID-S,2024-07,1988,North America
ART-1388-OLI-XS,2024-01,4104,Asia
ART-1459-MID-XL,2024-12,3061,Europe
ART-1431-MID-XS,2024-12,4903,Europe
ART-1378-CLA-XS,2024-12,1694,North America
ART-1323-CLA-L,2024-11,4264,North America
ART-1089-OLI-XS,2024-05,3389,North America
ART-1348-NAV-XL,2024-01,4458,Europe
ART-1277-NAV-XL,2025-01,2272,Asia
ART-1343-NAV-S,2024-06,1533,Asia
ART-1117-CLA-M,2025-01,2507,North America
ART-1317-NAV-M,2024-12,4377,North America
ART-1127-MID-L,2024-02,3770,North America
ART-1335-OLI-XL,2023-07,1996,North America
ART-1063-OLI-L,2023-11,1097,North America
ART-1484-MID-XS,2025-01,4062,Asia
ART-1005-CLA-S,2024-12,3767,North America
ART-1318-NAV-S,2024-05,1651,Asia
ART-1346-CLA-XL,2024-12,1065,North America
ART-1065-NAV-L,2025-01,2791,North America
ART-1190-NAV-XS,2024-09,1974,Europe
ART-1247-MID-S,2024-04,4459,North America
ART-1032-NAV-S,2024-11,1971,Asia
ART-1300-NAV-XS,2023-08,1371,Asia
ART-1228-NAV-S,2024-02,2761,Europe
ART-1441-MID-M,2024-05,1745,Europe
ART-1435-OLI-M,2024-03,4753,North America
ART-1380-NAV-S,2024-03,3912,Asia
ART-1355-NAV-XL,2024-09,3026,Europe
ART-1134-OLI-M,2024-08,2786,Europe
ART-1092-CLA-XS,2023-06,3384,Europe
ART-1406-MID-M,2024-12,2799,Asia
ART-1221-CLA-M,2024-05,4850,North America
ART-1194-CLA-L,2024-11,4809,Europe
ART-1084-OLI-M,2024-05,4987,North America
ART-1446-OLI-XS,2023-07,3975,Asia
ART-1163-MID-XL,2023-07,1144,North America
ART-1101-CLA-S,2024-05,2428,North America
ART-1319-CLA-XS,2023-07,4107,North America
ART-1347-CLA-S,2024-02,3102,Europe
ART-1022-NAV-XL,2024-05,4743,North America
ART-1185-OLI-L,2024-09,2831,Asia
ART-1248-MID-XL,2024-05,4791,Asia
ART-1412-NAV-S,2023-08,3751,Asia
ART-1496-CLA-S,2023-12,1740,Europe
ART-1478-CLA-M,2023-10,2012,Asia
ART-1495-MID-L,2024-02,2842,Europe
ART-1145-CLA-XS,2023-09,4389,Asia
ART-1448-CLA-XS,2024-10,1679,North America
ART-1041-MID-S,2024-10,4807,Asia
ART-1020-OLI-S,2023-10,4525,Europe
ART-1056-MID-XS,2023-12,3192,North America
ART-1155-OLI-M,2023-08,2179,Europe
ART-1229-MID-XL,2024-02,1605,Europe
ART-1260-MID-XL,2024-09,1401,North America
ART-1287-OLI-XS,2024-08,2947,Europe
ART-1439-OLI-XL,2024-12,4233,Asia
ART-1329-MID-M,2024-03,2124,North America
ART-1210-NAV-XS,2024-11,1227,Europe
ART-1425-OLI-XS,2024-06,3271,Europe
ART-1301-NAV-L,2023-12,1991,North America
ART-1105-OLI-S,2024-04,1732,Asia
ART-1407-OLI-M,2023-05,3695,Asia
ART-1486-OLI-XS,2023-10,2789,Asia
ART-1086-MID-S,2023-06,3255,Asia
ART-1312-MID-XS,2023-07,2190,North America
ART-1138-MID-S,2023-10,1985,Europe
ART-1187-MID-XL,2024-11,3305,Europe
ART-1499-NAV-S,2023-10,2571,Europe
ART-1435-NAV-S,2024-06,3359,Asia
ART-1323-NAV-L,2023-09,1414,Asia
ART-1182-NAV-M,2024-05,2332,Asia
ART-1113-NAV-M,2023-06,1215,Asia
ART-1473-MID-XS,2024-04,4899,Asia
ART-1482-OLI-XL,2024-09,1563,Europe
ART-1482-NAV-S,2025-01,2016,Europe
ART-1100-MID-M,2024-01,4779,Asia
ART-1439-CLA-XL,2024-11,3466,North America
ART-1343-NAV-M,2023-09,4623,Europe
ART-1283-OLI-XL,2023-08,2658,Asia
ART-1247-MID-M,2024-07,1083,North America
ART-1129-MID-S,2024-08,4352,Asia
ART-1232-CLA-XS,2024-06,4686,Europe
ART-1315-NAV-L,2023-07,4980,Asia
ART-1039-MID-XS,2024-09,3487,Europe
ART-1318-NAV-XS,2023-10,2574,Europe
ART-1054-CLA-S,2023-09,1592,Europe
ART-1204-MID-M,2024-08,2473,Europe
ART-1461-MID-S,2024-10,1404,North America
ART-1235-NAV-S,2024-05,4250,North America
ART-1234-CLA-L,2023-07,4932,North America
ART-1347-MID-S,2024-10,3137,Asia
ART-1300-NAV-XS,2023-06,3370,Asia
ART-1411-CLA-XS,2024-02,3816,North America
ART-1206-CLA-L,2024-05,1044,North America
ART-1363-CLA-L,2024-12,3406,North America
ART-1127-CLA-XS,2023-07,3898,Europe
ART-1114-OLI-M,2024-02,1760,Asia
ART-1269-MID-XS,2024-12,3166,Europe
ART-1416-MID-S,2025-01,1566,Asia
ART-1284-NAV-L,2025-01,1722,North America
ART-1468-MID-XL,2023-12,1694,Asia
ART-1223-CLA-L,2024-01,2604,North America
ART-1253-NAV-M,2024-06,3452,North America
ART-1063-NAV-XL,2024-03,4354,North America
ART-1276-MID-S,2024-06,3396,North America
ART-1237-MID-XL,2024-10,4883,North America
ART-1114-MID-M,2024-11,3564,North America
ART-1022-CLA-S,2024-12,2679,Europe
ART-1146-NAV-L,2024-11,2123,North America
ART-1418-OLI-XL,2023-07,4287,Europe
ART-1255-NAV-XS,2023-08,2771,Asia
ART-1040-MID-XL,2024-02,4466,Europe
ART-1300-CLA-XS,2024-11,1114,North America
ART-1486-CLA-M,2024-07,3624,Europe
ART-1163-CLA-L,2024-01,4916,Asia
ART-1383-CLA-XS,2023-05,3416,Asia
ART-1377-CLA-S,2024-12,4595,North America
ART-1175-MID-M,2024-03,1573,Asia
ART-1455-OLI-XL,2023-09,2891,North America
ART-1416-NAV-S,2024-11,4084,North America
ART-1092-MID-XL,2023-05,4949,Europe
ART-1327-OLI-S,2024-07,2078,North America
ART-1404-OLI-M,2024-05,2538,Asia
ART-1309-MID-XS,2023-06,1036,Europe
ART-1388-MID-XL,2024-08,4616,North America
ART-1094-NAV-S,2024-07,3021,Asia
ART-1389-NAV-XL,2024-03,4272,Asia
ART-1240-NAV-XS,2025-01,4035,North America
ART-1182-CLA-L,2023-05,2299,North America
ART-1478-CLA-M,2024-03,4726,Asia
ART-1352-MID-L,2023-11,2486,Europe
ART-1342-OLI-L,2024-06,3487,North America
ART-1246-CLA-M,2025-01,3921,North America
ART-1120-OLI-M,2023-10,4188,North America
ART-1190-OLI-XL,2024-04,2834,Europe
ART-1485-CLA-M,2024-08,3237,Asia
ART-1036-NAV-M,2024-09,1595,North America
ART-1216-NAV-XL,2024-04,3174,North America
ART-1395-MID-XS,2023-09,2126,North America
ART-1437-CLA-S,2023-09,2226,Asia
ART-1045-CLA-L,2024-02,3986,Europe
ART-1377-OLI-XS,2024-12,1254,Asia
ART-1453-MID-XL,2024-07,4868,North America
ART-1259-MID-L,2023-08,3330,North America
ART-1496-NAV-S,2023-10,2486,Asia
ART-1108-NAV-L,2024-01,4623,Europe
ART-1365-OLI-M,2024-07,4710,Asia
ART-1337-OLI-S,2024-08,2909,Asia
ART-1212-CLA-XL,2023-08,3490,North America
ART-1288-CLA-XS,2024-08,4100,Europe
ART-1259-CLA-M,2023-06,3803,North America
ART-1022-MID-M,2025-01,3618,Europe
ART-1270-OLI-M,2024-02,2550,North America
ART-1071-OLI-L,2024-01,4835,North America
ART-1111-NAV-S,2024-05,3022,Europe
ART-1241-CLA-S,2024-08,5000,Asia
ART-1102-OLI-XL,2024-06,2721,Asia
ART-1361-NAV-S,2024-11,3993,Asia
ART-1341-OLI-L,2023-09,2589,Europe
ART-1439-MID-XL,2023-10,2348,Asia
ART-1180-NAV-XL,2024-08,3562,Asia
ART-1135-NAV-M,2023-06,2631,North America
ART-1152-CLA-S,2024-03,2964,Europe
ART-1454-CLA-XS,2024-07,1081,Europe
ART-1277-MID-L,2024-07,2612,Asia
ART-1163-MID-S,2024-11,1282,Asia
ART-1114-CLA-XS,2024-04,2835,North America
ART-1398-NAV-XS,2023-10,2428,Asia
ART-1456-MID-S,2024-07,1280,North America
ART-1142-MID-M,2024-07,2044,North America
ART-1464-MID-M,2023-10,3775,North America
ART-1237-MID-S,2023-06,3194,North America
ART-1252-CLA-S,2023-08,3791,Asia
ART-1104-CLA-L,2023-07,3615,Asia
ART-1194-CLA-L,2023-10,3705,Asia
ART-1233-NAV-XS,2023-10,4522,Asia
ART-1439-OLI-L,2023-10,2482,Asia
ART-1267-MID-L,2024-10,3929,Europe
ART-1326-OLI-XL,2024-02,1624,Europe
ART-1330-MID-S,2024-09,2382,North America
ART-1112-OLI-S,2023-12,4105,Asia
ART-1234-OLI-M,2024-02,2424,Asia
