product_id,article_id,product_name,color,size,reorder_threshold,max_capacity,unit_cost
ART-1105-NAV-L,ART-1105,Cargo Pants,Navy Blue,L,166,1000,28.71
ART-1105-NAV-XL,ART-1105,Cargo Pants,Navy Blue,XL,181,1000,36.16
ART-1105-OLI-XS,ART-1105,Cargo Pants,Olive Green,XS,165,1000,23.12
ART-1105-OLI-S,ART-1105,Cargo Pants,Olive Green,S,127,1000,14.32
ART-1105-OLI-M,ART-1105,Cargo Pants,Olive Green,M,162,1000,35.9
ART-1105-OLI-L,ART-1105,Cargo Pants,Olive Green,L,197,1000,38.48
ART-1105-OLI-XL,ART-1105,Cargo Pants,Olive Green,XL,193,1000,37.54
ART-1106-MID-XS,ART-1106,Summer Dress,Midnight Black,XS,104,1000,44.55
ART-1106-MID-S,ART-1106,Summer Dress,Midnight Black,S,187,1000,35.61
ART-1106-MID-M,ART-1106,Summer Dress,Midnight Black,M,106,1000,40.87
ART-1106-MID-L,ART-1106,Summer Dress,Midnight Black,L,128,1000,40.24
ART-1106-MID-XL,ART-1106,Summer Dress,Midnight Black,XL,196,1000,32.84
ART-1106-CLA-XS,ART-1106,Summer Dress,Classic White,XS,153,1000,30.52
ART-1106-CLA-S,ART-1106,Summer Dress,Classic White,S,145,1000,21.0
ART-1106-CLA-M,ART-1106,Summer Dress,Classic White,M,153,1000,23.13
ART-1106-CLA-L,ART-1106,Summer Dress,Classic White,L,136,1000,25.98
ART-1106-CLA-XL,ART-1106,Summer Dress,Classic White,XL,128,1000,36.22
ART-1106-NAV-XS,ART-1106,Summer Dress,Navy Blue,XS,102,1000,27.54
ART-1106-NAV-S,ART-1106,Summer Dress,Navy Blue,S,150,1000,15.64
ART-1106-NAV-M,ART-1106,Summer Dress,Navy Blue,M,160,1000,15.26
ART-1106-NAV-L,ART-1106,Summer Dress,Navy Blue,L,169,1000,13.85
ART-1106-NAV-XL,ART-1106,Summer Dress,Navy Blue,XL,142,1000,24.45
ART-1106-OLI-XS,ART-1106,Summer Dress,Olive Green,XS,153,1000,27.48
ART-1106-OLI-S,ART-1106,Summer Dress,Olive Green,S,133,1000,21.01
ART-1106-OLI-M,ART-1106,Summer Dress,Olive Green,M,108,1000,16.58
ART-1106-OLI-L,ART-1106,Summer Dress,Olive Green,L,137,1000,27.03
ART-1106-OLI-XL,ART-1106,Summer Dress,Olive Green,XL,121,1000,44.32
ART-1107-MID-XS,ART-1107,Summer Dress,Midnight Black,XS,153,1000,20.73
ART-1107-MID-S,ART-1107,Summer Dress,Midnight Black,S,117,1000,20.9
ART-1107-MID-M,ART-1107,Summer Dress,Midnight Black,M,185,1000,35.28
ART-1107-MID-L,ART-1107,Summer Dress,Midnight Black,L,127,1000,18.89
ART-1107-MID-XL,ART-1107,Summer Dress,Midnight Black,XL,144,1000,33.79
ART-1107-CLA-XS,ART-1107,Summer Dress,Classic White,XS,143,1000,38.03
ART-1107-CLA-S,ART-1107,Summer Dress,Classic White,S,133,1000,25.98
ART-1107-CLA-M,ART-1107,Summer Dress,Classic White,M,173,1000,43.29
ART-1107-CLA-L,ART-1107,Summer Dress,Classic White,L,192,1000,43.83
ART-1107-CLA-XL,ART-1107,Summer Dress,Classic White,XL,187,1000,41.29
ART-1107-NAV-XS,ART-1107,Summer Dress,Navy Blue,XS,154,1000,28.86
ART-1107-NAV-S,ART-1107,Summer Dress,Navy Blue,S,195,1000,30.18
ART-1107-NAV-M,ART-1107,Summer Dress,Navy Blue,M,121,1000,14.86
ART-1107-NAV-L,ART-1107,Summer Dress,Navy Blue,L,131,1000,41.92
ART-1107-NAV-XL,ART-1107,Summer Dress,Navy Blue,XL,199,1000,40.02
ART-1107-OLI-XS,ART-1107,Summer Dress,Olive Green,XS,125,1000,12.76
ART-1107-OLI-S,ART-1107,Summer Dress,Olive Green,S,116,1000,16.26
ART-1107-OLI-M,ART-1107,Summer Dress,Olive Green,M,180,1000,24.43
ART-1107-OLI-L,ART-1107,Summer Dress,Olive Green,L,144,1000,29.57
ART-1107-OLI-XL,ART-1107,Summer Dress,Olive Green,XL,189,1000,36.92
ART-1108-MID-XS,ART-1108,Cargo Pants,Midnight Black,XS,108,1000,41.53
ART-1108-MID-S,ART-1108,Cargo Pants,Midnight Black,S,200,1000,16.46
ART-1108-MID-M,ART-1108,Cargo Pants,Midnight Black,M,146,1000,42.28
ART-1108-MID-L,ART-1108,Cargo Pants,Midnight Black,L,118,1000,30.77
ART-1108-MID-XL,ART-1108,Cargo Pants,Midnight Black,XL,179,1000,21.07
ART-1108-CLA-XS,ART-1108,Cargo Pants,Classic White,XS,196,1000,31.48
ART-1108-CLA-S,ART-1108,Cargo Pants,Classic White,S,171,1000,24.09
ART-1108-CLA-M,ART-1108,Cargo Pants,Classic White,M,140,1000,27.76
ART-1108-CLA-L,ART-1108,Cargo Pants,Classic White,L,171,1000,43.87
ART-1108-CLA-XL,ART-1108,Cargo Pants,Classic White,XL,166,1000,41.86
ART-1108-NAV-XS,ART-1108,Cargo Pants,Navy Blue,XS,191,1000,34.29
ART-1108-NAV-S,ART-1108,Cargo Pants,Navy Blue,S,105,1000,12.86
ART-1108-NAV-M,ART-1108,Cargo Pants,Navy Blue,M,174,1000,27.23
ART-1108-NAV-L,ART-1108,Cargo Pants,Navy Blue,L,172,1000,18.97
ART-1108-NAV-XL,ART-1108,Cargo Pants,Navy Blue,XL,172,1000,13.28
ART-1108-OLI-XS,ART-1108,Cargo Pants,Olive Green,XS,101,1000,44.42
ART-1108-OLI-S,ART-1108,Cargo Pants,Olive Green,S,179,1000,39.27
ART-1108-OLI-M,ART-1108,Cargo Pants,Olive Green,M,123,1000,33.87
ART-1108-OLI-L,ART-1108,Cargo Pants,Olive Green,L,132,1000,41.45
ART-1108-OLI-XL,ART-1108,Cargo Pants,Olive Green,XL,190,1000,24.52
ART-1109-MID-XS,ART-1109,Oversized Hoodie,Midnight Black,XS,157,1000,36.32
ART-1109-MID-S,ART-1109,Oversized Hoodie,Midnight Black,S,148,1000,15.75
ART-1109-MID-M,ART-1109,Oversized Hoodie,Midnight Black,M,123,1000,39.88
ART-1109-MID-L,ART-1109,Oversized Hoodie,Midnight Black,L,127,1000,31.91
ART-1109-MID-XL,ART-1109,Oversized Hoodie,Midnight Black,XL,191,1000,42.79
ART-1109-CLA-XS,ART-1109,Oversized Hoodie,Classic White,XS,173,1000,39.53
ART-1109-CLA-S,ART-1109,Oversized Hoodie,Classic White,S,141,1000,16.35
ART-1109-CLA-M,ART-1109,Oversized Hoodie,Classic White,M,195,1000,21.06
ART-1109-CLA-L,ART-1109,Oversized Hoodie,Classic White,L,178,1000,17.56
ART-1109-CLA-XL,ART-1109,Oversized Hoodie,Classic White,XL,175,1000,23.37
ART-1109-NAV-XS,ART-1109,Oversized Hoodie,Navy Blue,XS,118,1000,34.04
ART-1109-NAV-S,ART-1109,Oversized Hoodie,Navy Blue,S,162,1000,28.79
ART-1109-NAV-M,ART-1109,Oversized Hoodie,Navy Blue,M,157,1000,24.15
ART-1109-NAV-L,ART-1109,Oversized Hoodie,Navy Blue,L,185,1000,21.22
ART-1109-NAV-XL,ART-1109,Oversized Hoodie,Navy Blue,XL,194,1000,44.9
ART-1109-OLI-XS,ART-1109,Oversized Hoodie,Olive Green,XS,156,1000,20.86
ART-1109-OLI-S,ART-1109,Oversized Hoodie,Olive Green,S,195,1000,40.4
ART-1109-OLI-M,ART-1109,Oversized Hoodie,Olive Green,M,116,1000,39.64
ART-1109-OLI-L,ART-1109,Oversized Hoodie,Olive Green,L,170,1000,43.3
ART-1109-OLI-XL,ART-1109,Oversized Hoodie,Olive Green,XL,165,1000,34.56
ART-1110-MID-XS,ART-1110,Graphic Tee,Midnight Black,XS,159,1000,13.09
ART-1110-MID-S,ART-1110,Graphic Tee,Midnight Black,S,107,1000,27.79
ART-1110-MID-M,ART-1110,Graphic Tee,Midnight Black,M,135,1000,41.71
ART-1110-MID-L,ART-1110,Graphic Tee,Midnight Black,L,155,1000,15.85
ART-1110-MID-XL,ART-1110,Graphic Tee,Midnight Black,XL,164,1000,34.66
ART-1110-CLA-XS,ART-1110,Graphic Tee,Classic White,XS,141,1000,35.34
ART-1110-CLA-S,ART-1110,Graphic Tee,Classic White,S,143,1000,41.53
ART-1110-CLA-M,ART-1110,Graphic Tee,Classic White,M,180,1000,34.68
ART-1110-CLA-L,ART-1110,Graphic Tee,Classic White,L,130,1000,38.0
ART-1110-CLA-XL,ART-1110,Graphic Tee,Classic White,XL,131,1000,42.88
ART-1110-NAV-XS,ART-1110,Graphic Tee,Navy Blue,XS,121,1000,18.73
ART-1110-NAV-S,ART-1110,Graphic Tee,Navy Blue,S,162,1000,27.63
ART-1110-NAV-M,ART-1110,Graphic Tee,Navy Blue,M,188,1000,23.55
ART-1110-NAV-L,ART-1110,Graphic Tee,Navy Blue,L,161,1000,15.34
ART-1110-NAV-XL,ART-1110,Graphic Tee,Navy Blue,XL,182,1000,27.33
ART-1110-OLI-XS,ART-1110,Graphic Tee,Olive Green,XS,155,1000,38.05
ART-1110-OLI-S,ART-1110,Graphic Tee,Olive Green,S,194,1000,27.07
ART-1110-OLI-M,ART-1110,Graphic Tee,Olive Green,M,143,1000,13.82
ART-1110-OLI-L,ART-1110,Graphic Tee,Olive Green,L,169,1000,44.49
ART-1110-OLI-XL,ART-1110,Graphic Tee,Olive Green,XL,123,1000,36.07
ART-1111-MID-XS,ART-1111,Slim Fit Denim,Midnight Black,XS,156,1000,43.98
ART-1111-MID-S,ART-1111,Slim Fit Denim,Midnight Black,S,148,1000,17.98
ART-1111-MID-M,ART-1111,Slim Fit Denim,Midnight Black,M,162,1000,35.67
ART-1111-MID-L,ART-1111,Slim Fit Denim,Midnight Black,L,138,1000,16.41
ART-1111-MID-XL,ART-1111,Slim Fit Denim,Midnight Black,XL,139,1000,23.11
ART-1111-CLA-XS,ART-1111,Slim Fit Denim,Classic White,XS,177,1000,17.87
ART-1111-CLA-S,ART-1111,Slim Fit Denim,Classic White,S,186,1000,29.47
ART-1111-CLA-M,ART-1111,Slim Fit Denim,Classic White,M,191,1000,18.71
ART-1111-CLA-L,ART-1111,Slim Fit Denim,Classic White,L,193,1000,21.9
ART-1111-CLA-XL,ART-1111,Slim Fit Denim,Classic White,XL,122,1000,17.93
ART-1111-NAV-XS,ART-1111,Slim Fit Denim,Navy Blue,XS,145,1000,40.2
ART-1111-NAV-S,ART-1111,Slim Fit Denim,Navy Blue,S,193,1000,44.17
ART-1111-NAV-M,ART-1111,Slim Fit Denim,Navy Blue,M,195,1000,18.29
ART-1111-NAV-L,ART-1111,Slim Fit Denim,Navy Blue,L,152,1000,40.0
ART-1111-NAV-XL,ART-1111,Slim Fit Denim,Navy Blue,XL,164,1000,17.5
ART-1111-OLI-XS,ART-1111,Slim Fit Denim,Olive Green,XS,102,1000,35.58
ART-1111-OLI-S,ART-1111,Slim Fit Denim,Olive Green,S,167,1000,12.15
ART-1111-OLI-M,ART-1111,Slim Fit Denim,Olive Green,M,105,1000,36.8
ART-1111-OLI-L,ART-1111,Slim Fit Denim,Olive Green,L,102,1000,20.65
ART-1111-OLI-XL,ART-1111,Slim Fit Denim,Olive Green,XL,157,1000,21.24
ART-1112-MID-XS,ART-1112,Cargo Pants,Midnight Black,XS,100,1000,26.48
ART-1112-MID-S,ART-1112,Cargo Pants,Midnight Black,S,118,1000,44.74
ART-1112-MID-M,ART-1112,Cargo Pants,Midnight Black,M,139,1000,27.31
ART-1112-MID-L,ART-1112,Cargo Pants,Midnight Black,L,176,1000,35.53
ART-1112-MID-XL,ART-1112,Cargo Pants,Midnight Black,XL,147,1000,32.17
ART-1112-CLA-XS,ART-1112,Cargo Pants,Classic White,XS,192,1000,43.08
ART-1112-CLA-S,ART-1112,Cargo Pants,Classic White,S,143,1000,25.51
ART-1112-CLA-M,ART-1112,Cargo Pants,Classic White,M,168,1000,23.41
ART-1112-CLA-L,ART-1112,Cargo Pants,Classic White,L,125,1000,17.6
ART-1112-CLA-XL,ART-1112,Cargo Pants,Classic White,XL,150,1000,43.78
ART-1112-NAV-XS,ART-1112,Cargo Pants,Navy Blue,XS,190,1000,29.76
ART-1112-NAV-S,ART-1112,Cargo Pants,Navy Blue,S,193,1000,14.14
ART-1112-NAV-M,ART-1112,Cargo Pants,Navy Blue,M,147,1000,43.3
ART-1112-NAV-L,ART-1112,Cargo Pants,Navy Blue,L,182,1000,20.87
ART-1112-NAV-XL,ART-1112,Cargo Pants,Navy Blue,XL,100,1000,42.25
ART-1112-OLI-XS,ART-1112,Cargo Pants,Olive Green,XS,134,1000,26.08
ART-1112-OLI-S,ART-1112,Cargo Pants,Olive Green,S,139,1000,21.0
ART-1112-OLI-M,ART-1112,Cargo Pants,Olive Green,M,125,1000,20.2
ART-1112-OLI-L,ART-1112,Cargo Pants,Olive Green,L,141,1000,33.48
ART-1112-OLI-XL,ART-1112,Cargo Pants,Olive Green,XL,131,1000,13.31
ART-1113-MID-XS,ART-1113,Slim Fit Denim,Midnight Black,XS,122,1000,26.62
ART-1113-MID-S,ART-1113,Slim Fit Denim,Midnight Black,S,141,1000,42.63
ART-1113-MID-M,ART-1113,Slim Fit Denim,Midnight Black,M,145,1000,15.02
ART-1113-MID-L,ART-1113,Slim Fit Denim,Midnight Black,L,116,1000,34.62
ART-1113-MID-XL,ART-1113,Slim Fit Denim,Midnight Black,XL,175,1000,27.14
ART-1113-CLA-XS,ART-1113,Slim Fit Denim,Classic White,XS,152,1000,34.8
ART-1113-CLA-S,ART-1113,Slim Fit Denim,Classic White,S,181,1000,35.55
ART-1113-CLA-M,ART-1113,Slim Fit Denim,Classic White,M,165,1000,43.16
ART-1113-CLA-L,ART-1113,Slim Fit Denim,Classic White,L,126,1000,31.83
ART-1113-CLA-XL,ART-1113,Slim Fit Denim,Classic White,XL,115,1000,34.45
ART-1113-NAV-XS,ART-1113,Slim Fit Denim,Navy Blue,XS,154,1000,21.73
ART-1113-NAV-S,ART-1113,Slim Fit Denim,Navy Blue,S,113,1000,22.2
ART-1113-NAV-M,ART-1113,Slim Fit Denim,Navy Blue,M,195,1000,15.11
ART-1113-NAV-L,ART-1113,Slim Fit Denim,Navy Blue,L,115,1000,22.87
ART-1113-NAV-XL,ART-1113,Slim Fit Denim,Navy Blue,XL,155,1000,37.68
ART-1113-OLI-XS,ART-1113,Slim Fit Denim,Olive Green,XS,107,1000,33.31
ART-1113-OLI-S,ART-1113,Slim Fit Denim,Olive Green,S,159,1000,34.23
ART-1113-OLI-M,ART-1113,Slim Fit Denim,Olive Green,M,148,1000,12.4
ART-1113-OLI-L,ART-1113,Slim Fit Denim,Olive Green,L,128,1000,25.38
ART-1113-OLI-XL,ART-1113,Slim Fit Denim,Olive Green,XL,136,1000,16.91
ART-1114-MID-XS,ART-1114,Cargo Pants,Midnight Black,XS,168,1000,25.71
ART-1114-MID-S,ART-1114,Cargo Pants,Midnight Black,S,170,1000,14.44
ART-1114-MID-M,ART-1114,Cargo Pants,Midnight Black,M,131,1000,21.44
ART-1114-MID-L,ART-1114,Cargo Pants,Midnight Black,L,145,1000,33.41
ART-1114-MID-XL,ART-1114,Cargo Pants,Midnight Black,XL,181,1000,19.92
ART-1114-CLA-XS,ART-1114,Cargo Pants,Classic White,XS,139,1000,31.4
ART-1114-CLA-S,ART-1114,Cargo Pants,Classic White,S,101,1000,37.19
ART-1114-CLA-M,ART-1114,Cargo Pants,Classic White,M,127,1000,33.05
ART-1114-CLA-L,ART-1114,Cargo Pants,Classic White,L,170,1000,42.53
ART-1114-CLA-XL,ART-1114,Cargo Pants,Classic White,XL,199,1000,23.78
ART-1114-NAV-XS,ART-1114,Cargo Pants,Navy Blue,XS,115,1000,29.74
ART-1114-NAV-S,ART-1114,Cargo Pants,Navy Blue,S,193,1000,43.91
ART-1114-NAV-M,ART-1114,Cargo Pants,Navy Blue,M,180,1000,37.95
ART-1114-NAV-L,ART-1114,Cargo Pants,Navy Blue,L,122,1000,32.11
ART-1114-NAV-XL,ART-1114,Cargo Pants,Navy Blue,XL,153,1000,19.73
ART-1114-OLI-XS,ART-1114,Cargo Pants,Olive Green,XS,147,1000,28.69
ART-1114-OLI-S,ART-1114,Cargo Pants,Olive Green,S,157,1000,22.72
ART-1114-OLI-M,ART-1114,Cargo Pants,Olive Green,M,103,1000,20.23
ART-1114-OLI-L,ART-1114,Cargo Pants,Olive Green,L,176,1000,39.42
ART-1114-OLI-XL,ART-1114,Cargo Pants,Olive Green,XL,103,1000,20.08
ART-1115-MID-XS,ART-1115,Graphic Tee,Midnight Black,XS,142,1000,24.55
ART-1115-MID-S,ART-1115,Graphic Tee,Midnight Black,S,188,1000,23.39
ART-1115-MID-M,ART-1115,Graphic Tee,Midnight Black,M,142,1000,42.52
ART-1115-MID-L,ART-1115,Graphic Tee,Midnight Black,L,180,1000,31.16
ART-1115-MID-XL,ART-1115,Graphic Tee,Midnight Black,XL,181,1000,39.08
ART-1115-CLA-XS,ART-1115,Graphic Tee,Classic White,XS,107,1000,18.77
ART-1115-CLA-S,ART-1115,Graphic Tee,Classic White,S,103,1000,43.72
ART-1115-CLA-M,ART-1115,Graphic Tee,Classic White,M,189,1000,42.94
ART-1115-CLA-L,ART-1115,Graphic Tee,Classic White,L,171,1000,41.91
ART-1115-CLA-XL,ART-1115,Graphic Tee,Classic White,XL,165,1000,19.56
ART-1115-NAV-XS,ART-1115,Graphic Tee,Navy Blue,XS,126,1000,28.94
ART-1115-NAV-S,ART-1115,Graphic Tee,Navy Blue,S,178,1000,36.09
ART-1115-NAV-M,ART-1115,Graphic Tee,Navy Blue,M,100,1000,20.34
ART-1115-NAV-L,ART-1115,Graphic Tee,Navy Blue,L,137,1000,44.09
ART-1115-NAV-XL,ART-1115,Graphic Tee,Navy Blue,XL,198,1000,36.19
ART-1115-OLI-XS,ART-1115,Graphic Tee,Olive Green,XS,172,1000,30.02
ART-1115-OLI-S,ART-1115,Graphic Tee,Olive Green,S,177,1000,31.15
ART-1115-OLI-M,ART-1115,Graphic Tee,Olive Green,M,123,1000,20.57
ART-1115-OLI-L,ART-1115,Graphic Tee,Olive Green,L,146,1000,14.74
ART-1115-OLI-XL,ART-1115,Graphic Tee,Olive Green,XL,191,1000,42.28
ART-1116-MID-XS,ART-1116,Oversized Hoodie,Midnight Black,XS,106,1000,35.38
ART-1116-MID-S,ART-1116,Oversized Hoodie,Midnight Black,S,139,1000,28.51
ART-1116-MID-M,ART-1116,Oversized Hoodie,Midnight Black,M,190,1000,25.09
ART-1116-MID-L,ART-1116,Oversized Hoodie,Midnight Black,L,178,1000,25.29
ART-1116-MID-XL,ART-1116,Oversized Hoodie,Midnight Black,XL,158,1000,14.9
ART-1116-CLA-XS,ART-1116,Oversized Hoodie,Classic White,XS,146,1000,44.72
ART-1116-CLA-S,ART-1116,Oversized Hoodie,Classic White,S,150,1000,31.01
ART-1116-CLA-M,ART-1116,Oversized Hoodie,Classic White,M,140,1000,37.4
ART-1116-CLA-L,ART-1116,Oversized Hoodie,Classic White,L,128,1000,42.3
ART-1116-CLA-XL,ART-1116,Oversized Hoodie,Classic White,XL,154,1000,26.69
ART-1116-NAV-XS,ART-1116,Oversized Hoodie,Navy Blue,XS,130,1000,14.48
ART-1116-NAV-S,ART-1116,Oversized Hoodie,Navy Blue,S,161,1000,23.67
ART-1116-NAV-M,ART-1116,Oversized Hoodie,Navy Blue,M,164,1000,38.52
ART-1116-NAV-L,ART-1116,Oversized Hoodie,Navy Blue,L,158,1000,30.57
ART-1116-NAV-XL,ART-1116,Oversized Hoodie,Navy Blue,XL,126,1000,40.67
ART-1116-OLI-XS,ART-1116,Oversized Hoodie,Olive Green,XS,122,1000,34.3
ART-1116-OLI-S,ART-1116,Oversized Hoodie,Olive Green,S,160,1000,25.61
ART-1116-OLI-M,ART-1116,Oversized Hoodie,Olive Green,M,198,1000,12.06
ART-1116-OLI-L,ART-1116,Oversized Hoodie,Olive Green,L,182,1000,24.95
ART-1116-OLI-XL,ART-1116,Oversized Hoodie,Olive Green,XL,189,1000,12.33
ART-1117-MID-XS,ART-1117,Oversized Hoodie,Midnight Black,XS,101,1000,33.49
ART-1117-MID-S,ART-1117,Oversized Hoodie,Midnight Black,S,199,1000,42.84
ART-1117-MID-M,ART-1117,Oversized Hoodie,Midnight Black,M,172,1000,18.3
ART-1117-MID-L,ART-1117,Oversized Hoodie,Midnight Black,L,184,1000,31.02
ART-1117-MID-XL,ART-1117,Oversized Hoodie,Midnight Black,XL,178,1000,42.98
ART-1117-CLA-XS,ART-1117,Oversized Hoodie,Classic White,XS,188,1000,20.98
ART-1117-CLA-S,ART-1117,Oversized Hoodie,Classic White,S,109,1000,41.1
ART-1117-CLA-M,ART-1117,Oversized Hoodie,Classic White,M,193,1000,39.05
ART-1117-CLA-L,ART-1117,Oversized Hoodie,Classic White,L,197,1000,25.73
ART-1117-CLA-XL,ART-1117,Oversized Hoodie,Classic White,XL,158,1000,26.55
ART-1117-NAV-XS,ART-1117,Oversized Hoodie,Navy Blue,XS,120,1000,12.08
ART-1117-NAV-S,ART-1117,Oversized Hoodie,Navy Blue,S,200,1000,44.31
ART-1117-NAV-M,ART-1117,Oversized Hoodie,Navy Blue,M,196,1000,36.36
ART-1117-NAV-L,ART-1117,Oversized Hoodie,Navy Blue,L,132,1000,23.52
ART-1117-NAV-XL,ART-1117,Oversized Hoodie,Navy Blue,XL,193,1000,34.22
ART-1117-OLI-XS,ART-1117,Oversized Hoodie,Olive Green,XS,136,1000,44.15
ART-1117-OLI-S,ART-1117,Oversized Hoodie,Olive Green,S,128,1000,15.37
ART-1117-OLI-M,ART-1117,Oversized Hoodie,Olive Green,M,147,1000,26.28
ART-1117-OLI-L,ART-1117,Oversized Hoodie,Olive Green,L,146,1000,39.88
ART-1117-OLI-XL,ART-1117,Oversized Hoodie,Olive Green,XL,137,1000,38.27
ART-1118-MID-XS,ART-1118,Oversized Hoodie,Midnight Black,XS,157,1000,30.95
ART-1118-MID-S,ART-1118,Oversized Hoodie,Midnight Black,S,116,1000,32.66
ART-1118-MID-M,ART-1118,Oversized Hoodie,Midnight Black,M,147,1000,13.57
ART-1118-MID-L,ART-1118,Oversized Hoodie,Midnight Black,L,135,1000,33.97
ART-1118-MID-XL,ART-1118,Oversized Hoodie,Midnight Black,XL,161,1000,14.97
ART-1118-CLA-XS,ART-1118,Oversized Hoodie,Classic White,XS,147,1000,13.77
ART-1118-CLA-S,ART-1118,Oversized Hoodie,Classic White,S,190,1000,39.55
ART-1118-CLA-M,ART-1118,Oversized Hoodie,Classic White,M,130,1000,26.46
ART-1118-CLA-L,ART-1118,Oversized Hoodie,Classic White,L,116,1000,32.71
ART-1118-CLA-XL,ART-1118,Oversized Hoodie,Classic White,XL,113,1000,30.72
ART-1118-NAV-XS,ART-1118,Oversized Hoodie,Navy Blue,XS,114,1000,22.52
ART-1118-NAV-S,ART-1118,Oversized Hoodie,Navy Blue,S,185,1000,32.59
ART-1118-NAV-M,ART-1118,Oversized Hoodie,Navy Blue,M,168,1000,14.53
ART-1118-NAV-L,ART-1118,Oversized Hoodie,Navy Blue,L,122,1000,44.87
ART-1118-NAV-XL,ART-1118,Oversized Hoodie,Navy Blue,XL,119,1000,13.13
ART-1118-OLI-XS,ART-1118,Oversized Hoodie,Olive Green,XS,138,1000,35.01
ART-1118-OLI-S,ART-1118,Oversized Hoodie,Olive Green,S,158,1000,19.61
ART-1118-OLI-M,ART-1118,Oversized Hoodie,Olive Green,M,181,1000,25.15
ART-1118-OLI-L,ART-1118,Oversized Hoodie,Olive Green,L,162,1000,40.08
ART-1118-OLI-XL,ART-1118,Oversized Hoodie,Olive Green,XL,173,1000,28.52
ART-1119-MID-XS,ART-1119,Oversized Hoodie,Midnight Black,XS,173,1000,42.47
ART-1119-MID-S,ART-1119,Oversized Hoodie,Midnight Black,S,139,1000,38.29
ART-1119-MID-M,ART-1119,Oversized Hoodie,Midnight Black,M,139,1000,13.69
ART-1119-MID-L,ART-1119,Oversized Hoodie,Midnight Black,L,170,1000,29.37
ART-1119-MID-XL,ART-1119,Oversized Hoodie,Midnight Black,XL,146,1000,38.85
ART-1119-CLA-XS,ART-1119,Oversized Hoodie,Classic White,XS,182,1000,34.73
ART-1119-CLA-S,ART-1119,Oversized Hoodie,Classic White,S,162,1000,35.62
ART-1119-CLA-M,ART-1119,Oversized Hoodie,Classic White,M,114,1000,28.48
ART-1119-CLA-L,ART-1119,Oversized Hoodie,Classic White,L,125,1000,35.43
ART-1119-CLA-XL,ART-1119,Oversized Hoodie,Classic White,XL,141,1000,39.48
ART-1119-NAV-XS,ART-1119,Oversized Hoodie,Navy Blue,XS,148,1000,18.2
ART-1119-NAV-S,ART-1119,Oversized Hoodie,Navy Blue,S,198,1000,12.71
ART-1119-NAV-M,ART-1119,Oversized Hoodie,Navy Blue,M,116,1000,40.8
ART-1119-NAV-L,ART-1119,Oversized Hoodie,Navy Blue,L,175,1000,27.34
ART-1119-NAV-XL,ART-1119,Oversized Hoodie,Navy Blue,XL,103,1000,40.19
ART-1119-OLI-XS,ART-1119,Oversized Hoodie,Olive Green,XS,126,1000,44.36
ART-1119-OLI-S,ART-1119,Oversized Hoodie,Olive Green,S,183,1000,14.46
ART-1119-OLI-M,ART-1119,Oversized Hoodie,Olive Green,M,125,1000,41.58
ART-1119-OLI-L,ART-1119,Oversized Hoodie,Olive Green,L,173,1000,20.82
ART-1119-OLI-XL,ART-1119,Oversized Hoodie,Olive Green,XL,176,1000,12.79
ART-1120-MID-XS,ART-1120,Summer Dress,Midnight Black,XS,162,1000,27.89
ART-1120-MID-S,ART-1120,Summer Dress,Midnight Black,S,119,1000,35.91
ART-1120-MID-M,ART-1120,Summer Dress,Midnight Black,M,130,1000,15.96
ART-1120-MID-L,ART-1120,Summer Dress,Midnight Black,L,147,1000,27.74
ART-1120-MID-XL,ART-1120,Summer Dress,Midnight Black,XL,159,1000,36.97
ART-1120-CLA-XS,ART-1120,Summer Dress,Classic White,XS,109,1000,26.72
ART-1120-CLA-S,ART-1120,Summer Dress,Classic White,S,115,1000,40.04
ART-1120-CLA-M,ART-1120,Summer Dress,Classic White,M,153,1000,35.46
ART-1120-CLA-L,ART-1120,Summer Dress,Classic White,L,163,1000,18.77
ART-1120-CLA-XL,ART-1120,Summer Dress,Classic White,XL,190,1000,38.34
ART-1120-NAV-XS,ART-1120,Summer Dress,Navy Blue,XS,100,1000,35.82
ART-1120-NAV-S,ART-1120,Summer Dress,Navy Blue,S,188,1000,35.55
ART-1120-NAV-M,ART-1120,Summer Dress,Navy Blue,M,130,1000,18.98
ART-1120-NAV-L,ART-1120,Summer Dress,Navy Blue,L,113,1000,28.77
ART-1120-NAV-XL,ART-1120,Summer Dress,Navy Blue,XL,126,1000,16.45
ART-1120-OLI-XS,ART-1120,Summer Dress,Olive Green,XS,113,1000,28.68
ART-1120-OLI-S,ART-1120,Summer Dress,Olive Green,S,188,1000,23.05
ART-1120-OLI-M,ART-1120,Summer Dress,Olive Green,M,129,1000,36.25
ART-1120-OLI-L,ART-1120,Summer Dress,Olive Green,L,117,1000,42.04
ART-1120-OLI-XL,ART-1120,Summer Dress,Olive Green,XL,174,1000,23.46
ART-1121-MID-XS,ART-1121,Summer Dress,Midnight Black,XS,190,1000,34.93
ART-1121-MID-S,ART-1121,Summer Dress,Midnight Black,S,140,1000,23.56
ART-1121-MID-M,ART-1121,Summer Dress,Midnight Black,M,108,1000,15.03
ART-1121-MID-L,ART-1121,Summer Dress,Midnight Black,L,167,1000,44.85
ART-1121-MID-XL,ART-1121,Summer Dress,Midnight Black,XL,126,1000,35.04
ART-1121-CLA-XS,ART-1121,Summer Dress,Classic White,XS,118,1000,31.95
