production_batch_id,product_id,mfg_timestamp,quantity_produced,defect_count
BATCH-52369,ART-1434-NAV-XS,2025-12-16 15:00:51,370,1.0
BATCH-52370,ART-1234-NAV-M,2025-12-13 01:00:51,483,0.0
BATCH-52371,art-1242-nav-xs,2025-12-21 06:00:51,375,2.0
BATCH-52372,ART-1226-CLA-L,2025-12-25 08:00:51,316,0.0
BATCH-52373,ART-1054-CLA-XL,2025-12-26 03:00:51,486,
BATCH-52374,ART-1249-MID-M,2025-12-29 13:00:51,320,2.0
BATCH-52375,ART-1294-NAV-M,2025-12-30 06:00:51,309,1.0
BATCH-52376,ART-1466-NAV-M,2025-12-17 17:00:51,370,0.0
BATCH-52377,ART-1173-OLI-S,2025-12-11 06:00:51,277,
BATCH-52378,art-1018-oli-m,2025-12-24 10:00:51,442,0.0
BATCH-52379,ART-1281-MID-L,2025-12-30 14:00:51,484,2.0
BATCH-52380,ART-1142-CLA-M,2025-12-16 23:00:51,348,0.0
BATCH-52381,ART-1245-OLI-XS,2025-12-12 03:00:51,482,0.0
BATCH-52382,ART-1292-OLI-M,2025-12-29 10:00:51,328,2.0
BATCH-52383,ART-1081-CLA-XS,2025-12-28 01:00:51,392,1.0
BATCH-52384,ART-1095-OLI-M,2025-12-29 06:00:51,468,1.0
BATCH-52385,ART-1473-NAV-XS,2025-12-27 22:00:51,399,0.0
BATCH-52386,ART-1278-MID-L,2025-12-18 16:00:51,403,0.0
BATCH-52387,ART-1460-OLI-S,2025-12-22 09:00:51,372,0.0
BATCH-52388,ART-1212-NAV-S,2025-12-28 04:00:51,422,0.0
BATCH-52389,ART-1005-MID-S,2025-12-22 09:00:51,388,2.0
BATCH-52390,ART-1116-CLA-XS,2025-12-19 03:00:51,440,
BATCH-52391,ART-1220-NAV-XL,2025-12-11 17:00:51,242,2.0
BATCH-52392,ART-1359-NAV-S,2025-12-16 05:00:51,309,
BATCH-52393,ART-1028-OLI-L,2025-12-29 15:00:51,351,0.0
BATCH-52394,ART-1075-OLI-S,2025-12-17 04:00:51,407,0.0
BATCH-52395,ART-1333-CLA-L,2025-12-16 19:00:51,446,0.0
BATCH-52396,ART-1481-MID-M,2025-12-29 07:00:51,346,
BATCH-52397,ART-1413-CLA-M,2025-12-27 15:00:51,405,0.0
BATCH-52398,ART-1062-OLI-XL,2025-12-15 13:00:51,364,1.0
BATCH-52399,ART-1063-MID-M,2025-12-12 17:00:51,346,0.0
BATCH-52400,ART-1469-MID-XS,2025-12-16 13:00:51,448,1.0
BATCH-52401,ART-1149-OLI-XS,2025-12-11 13:00:51,314,1.0
BATCH-52402,ART-1090-NAV-M,2025-12-18 02:00:51,418,0.0
BATCH-52403,ART-1131-MID-L,2025-12-19 10:00:51,442,0.0
BATCH-52404,ART-1239-NAV-L,2025-12-16 03:00:51,327,1.0
BATCH-52405,ART-1465-CLA-S,2025-12-17 17:00:51,260,
BATCH-52406,ART-1386-OLI-S,2025-12-22 10:00:51,385,0.0
BATCH-52407,ART-1381-OLI-XL,2025-12-25 05:00:51,239,0.0
BATCH-52408,ART-1258-NAV-L,2025-12-22 13:00:51,213,0.0
BATCH-52409,ART-1372-CLA-L,2025-12-25 19:00:51,401,2.0
BATCH-52410,art-1331-mid-s,2025-12-14 03:00:51,283,0.0
BATCH-52411,art-1309-nav-s,2025-12-14 23:00:51,238,
BATCH-52412,ART-1347-NAV-S,2025-12-19 14:00:51,302,0.0
BATCH-52413,ART-1057-MID-XS,2025-12-25 15:00:51,267,0.0
BATCH-52414,ART-1097-NAV-XS,2025-12-14 12:00:51,400,0.0
BATCH-52415,ART-1015-MID-XL,2025-12-14 01:00:51,381,1.0
BATCH-52416,ART-1428-OLI-XL,2025-12-25 22:00:51,454,
BATCH-52417,ART-1067-NAV-S,2025-12-12 08:00:51,319,0.0
BATCH-52418,ART-1340-NAV-XS,2025-12-15 17:00:51,426,0.0
BATCH-52419,ART-1404-OLI-M,2025-12-27 17:00:51,313,2.0
BATCH-52420,ART-1196-CLA-L,2025-12-23 05:00:51,227,
BATCH-52421,ART-1285-MID-L,2025-12-16 23:00:51,365,1.0
BATCH-52422,ART-1155-OLI-L,2025-12-22 19:00:51,354,2.0
BATCH-52423,ART-1018-NAV-XL,2025-12-14 04:00:51,221,2.0
BATCH-52424,ART-1027-MID-M,2025-12-22 10:00:51,315,0.0
BATCH-52425,ART-1418-OLI-S,2025-12-12 17:00:51,206,2.0
BATCH-52426,ART-1335-OLI-XS,2025-12-15 00:00:51,261,2.0
BATCH-52427,ART-1211-MID-M,2025-12-30 03:00:51,312,0.0
BATCH-52428,ART-1339-OLI-M,2025-12-15 14:00:51,363,0.0
BATCH-52429,ART-1043-CLA-S,2025-12-14 06:00:51,455,2.0
BATCH-52430,ART-1398-NAV-S,2025-12-26 01:00:51,332,0.0
BATCH-52431,ART-1373-NAV-L,2025-12-16 16:00:51,308,0.0
BATCH-52432,ART-1079-OLI-S,2025-12-14 15:00:51,487,2.0
BATCH-52433,ART-1355-OLI-L,2025-12-30 04:00:51,434,0.0
BATCH-52434,ART-1354-OLI-M,2025-12-28 20:00:51,331,0.0
BATCH-52435,ART-1400-OLI-XL,2025-12-16 16:00:51,457,0.0
BATCH-52436,ART-1422-CLA-XL,2025-12-19 13:00:51,255,0.0
BATCH-52437,ART-1045-CLA-M,2025-12-21 10:00:51,427,0.0
BATCH-52438,ART-1188-CLA-XS,2025-12-22 14:00:51,220,0.0
BATCH-52439,ART-1014-NAV-XS,2025-12-25 06:00:51,363,0.0
BATCH-52440,ART-1399-NAV-XL,2025-12-28 13:00:51,207,0.0
BATCH-52441,ART-1229-NAV-XL,2025-12-16 14:00:51,350,2.0
BATCH-52442,ART-1250-OLI-M,2025-12-14 21:00:51,447,2.0
BATCH-52443,ART-1442-OLI-L,2025-12-14 08:00:51,257,
BATCH-52444,ART-1009-CLA-XS,2025-12-15 14:00:51,263,2.0
BATCH-52445,ART-1352-MID-XL,2025-12-22 20:00:51,408,
BATCH-52446,ART-1057-CLA-S,2025-12-19 00:00:51,473,2.0
BATCH-52447,ART-1006-NAV-XL,2025-12-22 04:00:51,399,0.0
BATCH-52448,ART-1211-OLI-L,2025-12-25 07:00:51,303,1.0
BATCH-52449,art-1357-oli-xl,2025-12-23 05:00:51,472,1.0
BATCH-52450,art-1022-oli-s,2025-12-17 05:00:51,322,
BATCH-52451,ART-1243-MID-M,2025-12-30 15:00:51,484,0.0
BATCH-52452,ART-1319-OLI-S,2025-12-17 22:00:51,351,
BATCH-52453,ART-1280-OLI-L,2025-12-24 03:00:51,381,2.0
BATCH-52454,ART-1221-NAV-XS,2025-12-28 14:00:51,482,0.0
BATCH-52455,ART-1007-MID-M,2025-12-22 00:00:51,495,0.0
BATCH-52456,ART-1282-MID-S,2025-12-17 13:00:51,293,
BATCH-52457,ART-1268-NAV-S,2025-12-31 14:00:51,438,2.0
BATCH-52458,ART-1485-CLA-L,2025-12-14 17:00:51,227,
BATCH-52459,ART-1313-NAV-M,2025-12-18 20:00:51,369,0.0
BATCH-52460,ART-1276-CLA-M,2025-12-16 08:00:51,405,1.0
BATCH-52461,ART-1111-CLA-M,2025-12-29 01:00:51,344,0.0
BATCH-52462,ART-1255-NAV-M,2025-12-25 20:00:51,392,0.0
BATCH-52463,ART-1157-OLI-M,2025-12-16 21:00:51,376,0.0
BATCH-52464,ART-1391-OLI-L,2025-12-29 07:00:51,440,1.0
BATCH-52465,ART-1148-OLI-L,2025-12-14 23:00:51,489,0.0
BATCH-52466,ART-1367-OLI-L,2025-12-14 03:00:51,212,1.0
BATCH-52467,art-1299-mid-l,2025-12-23 11:00:51,425,0.0
BATCH-52468,ART-1277-OLI-L,2025-12-12 05:00:51,305,2.0
BATCH-52469,ART-1369-OLI-S,2025-12-16 06:00:51,235,
BATCH-52470,ART-1477-NAV-XL,2025-12-17 21:00:51,491,0.0
BATCH-52471,ART-1470-CLA-M,2025-12-22 16:00:51,256,0.0
BATCH-52472,ART-1086-CLA-S,2025-12-28 06:00:51,340,0.0
BATCH-52473,ART-1415-NAV-XS,2025-12-25 10:00:51,240,1.0
BATCH-52474,ART-1169-MID-XS,2025-12-11 17:00:51,305,2.0
BATCH-52475,ART-1497-CLA-S,2025-12-19 04:00:51,223,2.0
BATCH-52476,ART-1100-NAV-XS,2025-12-23 07:00:51,211,
BATCH-52477,ART-1054-NAV-L,2025-12-23 09:00:51,428,2.0
BATCH-52478,ART-1446-OLI-XL,2025-12-21 10:00:51,298,
BATCH-52479,ART-1188-CLA-XS,2025-12-11 16:00:51,210,0.0
BATCH-52480,ART-1091-OLI-M,2025-12-28 03:00:51,351,0.0
BATCH-52481,ART-1419-NAV-M,2025-12-29 07:00:51,453,
BATCH-52482,ART-1348-OLI-S,2025-12-27 16:00:51,266,0.0
BATCH-52483,ART-1079-OLI-XS,2025-12-16 16:00:51,226,0.0
BATCH-52484,ART-1130-CLA-XL,2025-12-18 20:00:51,221,0.0
BATCH-52485,ART-1256-CLA-XL,2025-12-22 10:00:51,320,0.0
BATCH-52486,ART-1174-MID-S,2025-12-16 10:00:51,307,0.0
BATCH-52487,ART-1036-OLI-S,2025-12-28 11:00:51,451,1.0
BATCH-52488,ART-1477-MID-M,2025-12-14 01:00:51,289,0.0
BATCH-52489,ART-1461-CLA-XS,2025-12-31 12:00:51,243,0.0
BATCH-52490,ART-1444-NAV-M,2025-12-12 08:00:51,209,
BATCH-52491,ART-1309-NAV-M,2025-12-30 07:00:51,492,0.0
BATCH-52492,ART-1340-NAV-S,2025-12-15 03:00:51,272,0.0
BATCH-52493,ART-1247-NAV-L,2025-12-23 09:00:51,358,0.0
BATCH-52494,ART-1039-NAV-M,2025-12-25 12:00:51,306,0.0
BATCH-52495,ART-1298-MID-XS,2025-12-28 11:00:51,274,0.0
BATCH-52496,ART-1384-CLA-XS,2025-12-17 04:00:51,337,0.0
BATCH-52497,ART-1449-CLA-L,2025-12-14 12:00:51,352,2.0
BATCH-52498,ART-1286-CLA-S,2025-12-26 11:00:51,431,0.0
BATCH-52499,ART-1207-NAV-S,2025-12-11 16:00:51,439,0.0
BATCH-52500,ART-1373-CLA-S,2025-12-28 14:00:51,359,
BATCH-52501,ART-1165-CLA-S,2025-12-30 01:00:51,372,0.0
BATCH-52502,ART-1091-MID-M,2025-12-16 16:00:51,442,0.0
BATCH-52503,ART-1292-CLA-XL,2025-12-31 15:00:51,433,2.0
BATCH-52504,ART-1472-MID-M,2025-12-21 21:00:51,260,0.0
BATCH-52505,ART-1204-MID-XS,2025-12-11 01:00:51,470,0.0
BATCH-52506,ART-1188-NAV-XL,2025-12-14 02:00:51,307,0.0
BATCH-52507,ART-1048-NAV-XL,2025-12-14 23:00:51,473,
BATCH-52508,ART-1494-MID-L,2025-12-20 16:00:51,336,0.0
BATCH-52509,ART-1005-OLI-L,2025-12-24 12:00:51,242,0.0
BATCH-52510,ART-1484-CLA-M,2025-12-27 00:00:51,291,2.0
BATCH-52511,ART-1403-NAV-M,2025-12-13 19:00:51,422,0.0
BATCH-52512,ART-1298-MID-S,2025-12-11 00:00:51,481,0.0
BATCH-52513,ART-1483-NAV-L,2025-12-20 01:00:51,458,0.0
BATCH-52514,ART-1184-NAV-M,2025-12-30 06:00:51,491,0.0
BATCH-52515,ART-1274-CLA-L,2025-12-14 04:00:51,316,2.0
BATCH-52516,art-1296-mid-xl,2025-12-28 04:00:51,474,0.0
BATCH-52517,ART-1102-MID-XL,2025-12-31 15:00:51,222,0.0
BATCH-52518,ART-1294-CLA-XL,2025-12-29 08:00:51,349,0.0
BATCH-52519,ART-1351-MID-XS,2025-12-29 04:00:51,395,1.0
BATCH-52520,ART-1370-MID-L,2025-12-16 04:00:51,402,0.0
BATCH-52521,ART-1099-CLA-XS,2025-12-28 06:00:51,460,1.0
BATCH-52522,ART-1088-MID-L,2025-12-15 16:00:51,317,0.0
BATCH-52523,ART-1355-MID-L,2025-12-23 00:00:51,397,2.0
BATCH-52524,ART-1429-MID-S,2025-12-17 21:00:51,500,0.0
BATCH-52525,ART-1199-OLI-XL,2025-12-28 18:00:51,465,0.0
BATCH-52526,ART-1164-CLA-XL,2025-12-18 15:00:51,212,0.0
BATCH-52527,ART-1046-NAV-XL,2025-12-14 19:00:51,250,
BATCH-52528,ART-1419-OLI-XL,2025-12-28 23:00:51,259,0.0
BATCH-52529,ART-1171-CLA-M,2025-12-12 13:00:51,211,2.0
BATCH-52530,ART-1449-OLI-XL,2025-12-23 09:00:51,404,2.0
BATCH-52531,ART-1482-NAV-S,2025-12-30 16:00:51,225,1.0
BATCH-52532,ART-1253-OLI-XS,2025-12-26 07:00:51,390,0.0
BATCH-52533,ART-1108-OLI-L,2025-12-24 08:00:51,214,
BATCH-52534,ART-1363-NAV-XS,2025-12-12 07:00:51,430,0.0
BATCH-52535,ART-1209-NAV-L,2025-12-20 15:00:51,327,0.0
BATCH-52536,ART-1261-CLA-M,2025-12-21 12:00:51,425,0.0
BATCH-52537,ART-1493-NAV-XL,2025-12-18 19:00:51,466,0.0
BATCH-52538,ART-1325-OLI-XL,2025-12-22 07:00:51,358,0.0
BATCH-52539,ART-1336-OLI-XS,2025-12-19 07:00:51,268,0.0
BATCH-52540,ART-1202-NAV-XS,2025-12-26 08:00:51,302,0.0
BATCH-52541,ART-1270-MID-M,2025-12-14 20:00:51,274,0.0
BATCH-52542,ART-1141-CLA-XS,2025-12-19 04:00:51,411,0.0
BATCH-52543,ART-1499-MID-XS,2025-12-26 08:00:51,214,0.0
BATCH-52544,ART-1306-OLI-L,2025-12-29 03:00:51,393,0.0
BATCH-52545,ART-1274-MID-M,2025-12-31 05:00:51,483,0.0
BATCH-52546,ART-1031-OLI-M,2025-12-22 06:00:51,247,0.0
BATCH-52547,ART-1287-CLA-L,2025-12-30 15:00:51,307,0.0
BATCH-52548,ART-1182-MID-L,2025-12-17 12:00:51,262,0.0
BATCH-52549,ART-1071-NAV-M,2025-12-29 05:00:51,226,2.0
BATCH-52550,ART-1247-CLA-XS,2025-12-21 21:00:51,399,0.0
BATCH-52551,art-1403-nav-xs,2025-12-20 14:00:51,446,2.0
BATCH-52552,ART-1415-CLA-L,2025-12-13 10:00:51,428,0.0
BATCH-52553,ART-1158-NAV-S,2025-12-24 12:00:51,345,
BATCH-52554,ART-1045-CLA-S,2025-12-20 19:00:51,322,0.0
BATCH-52555,ART-1452-CLA-XS,2025-12-20 21:00:51,474,0.0
BATCH-52556,ART-1150-OLI-L,2025-12-22 14:00:51,355,
BATCH-52557,ART-1433-NAV-XL,2025-12-16 10:00:51,281,0.0
BATCH-52558,ART-1174-OLI-M,2025-12-27 06:00:51,473,
BATCH-52559,ART-1424-CLA-M,2025-12-26 18:00:51,287,
BATCH-52560,ART-1064-OLI-S,2025-12-28 14:00:51,329,
BATCH-52561,ART-1002-NAV-S,2025-12-17 06:00:51,271,0.0
BATCH-52562,ART-1011-NAV-XL,2025-12-28 15:00:51,384,0.0
BATCH-52563,ART-1311-NAV-L,2025-12-19 02:00:51,398,
BATCH-52564,ART-1464-OLI-XS,2025-12-22 21:00:51,352,2.0
BATCH-52565,ART-1435-CLA-L,2025-12-11 17:00:51,439,
BATCH-52566,ART-1291-CLA-L,2025-12-25 10:00:51,267,0.0
BATCH-52567,ART-1017-CLA-M,2025-12-24 08:00:51,209,
BATCH-52568,ART-1305-MID-XL,2025-12-12 14:00:51,467,
BATCH-52569,ART-1219-OLI-M,2025-12-16 16:00:51,231,
BATCH-52570,ART-1041-NAV-S,2025-12-23 23:00:51,304,2.0
BATCH-52571,ART-1287-MID-L,2025-12-26 20:00:51,333,1.0
BATCH-52572,ART-1015-MID-L,2025-12-16 14:00:51,357,
BATCH-52573,ART-1451-CLA-XS,2025-12-27 18:00:51,289,0.0
BATCH-52574,ART-1470-OLI-S,2025-12-29 03:00:51,227,1.0
BATCH-52575,ART-1050-MID-XL,2025-12-11 19:00:51,443,0.0
BATCH-52576,ART-1313-CLA-M,2025-12-29 03:00:51,494,0.0
BATCH-52577,ART-1247-OLI-XS,2025-12-12 18:00:51,214,0.0
BATCH-52578,ART-1201-MID-L,2025-12-29 16:00:51,356,0.0
BATCH-52579,ART-1458-CLA-L,2025-12-28 13:00:51,394,0.0
BATCH-52580,ART-1096-NAV-XS,2025-12-17 15:00:51,267,0.0
BATCH-52581,ART-1474-NAV-XL,2025-12-19 19:00:51,416,
BATCH-52582,ART-1274-CLA-S,2025-12-28 04:00:51,468,
BATCH-52583,ART-1344-MID-M,2025-12-29 01:00:51,298,1.0
BATCH-52584,ART-1370-MID-M,2025-12-17 07:00:51,289,0.0
BATCH-52585,ART-1499-CLA-L,2025-12-11 09:00:51,450,
BATCH-52586,ART-1125-CLA-XS,2025-12-14 05:00:51,333,
BATCH-52587,ART-1259-MID-M,2025-12-14 08:00:51,436,0.0
BATCH-52588,ART-1266-NAV-S,2025-12-21 01:00:51,461,2.0
BATCH-52589,ART-1242-OLI-XL,2025-12-24 19:00:51,398,0.0
BATCH-52590,ART-1193-CLA-M,2025-12-27 06:00:51,351,1.0
BATCH-52591,ART-1445-CLA-L,2025-12-14 11:00:51,264,0.0
BATCH-52592,ART-1397-OLI-XL,2025-12-24 12:00:51,446,1.0
BATCH-52593,ART-1487-NAV-XL,2025-12-26 13:00:51,305,1.0
BATCH-52594,ART-1364-OLI-XS,2025-12-20 10:00:51,496,0.0
BATCH-52595,ART-1039-MID-XL,2025-12-12 09:00:51,346,
BATCH-52596,ART-1439-OLI-XL,2025-12-27 06:00:51,338,0.0
BATCH-52597,ART-1435-OLI-XL,2025-12-12 13:00:51,320,0.0
BATCH-52598,ART-1321-MID-XL,2025-12-26 02:00:51,462,0.0
BATCH-52599,ART-1027-CLA-M,2025-12-30 05:00:51,480,1.0
BATCH-52600,ART-1227-MID-L,2025-12-27 02:00:51,429,0.0
BATCH-52601,ART-1342-OLI-S,2025-12-13 23:00:51,374,0.0
BATCH-52602,ART-1477-OLI-L,2025-12-30 02:00:51,275,0.0
BATCH-52603,ART-1416-MID-M,2025-12-15 19:00:51,307,0.0
BATCH-52604,ART-1093-NAV-M,2025-12-31 12:00:51,385,0.0
BATCH-52605,ART-1069-CLA-XS,2025-12-27 02:00:51,492,0.0
BATCH-52606,ART-1134-NAV-XL,2025-12-30 03:00:51,403,0.0
BATCH-52607,ART-1263-CLA-M,2025-12-16 08:00:51,381,0.0
BATCH-52608,ART-1397-OLI-XL,2025-12-21 13:00:51,443,1.0
BATCH-52609,ART-1197-CLA-M,2025-12-24 08:00:51,325,2.0
BATCH-52610,ART-1211-CLA-L,2025-12-26 11:00:51,297,0.0
BATCH-52611,ART-1157-OLI-S,2025-12-11 02:00:51,286,0.0
BATCH-52612,ART-1010-CLA-S,2025-12-21 03:00:51,332,2.0
BATCH-52613,ART-1450-CLA-XL,2025-12-14 01:00:51,234,0.0
BATCH-52614,ART-1207-OLI-L,2025-12-21 21:00:51,248,1.0
BATCH-52615,ART-1118-MID-S,2025-12-12 23:00:51,417,
BATCH-52616,ART-1446-NAV-M,2025-12-21 23:00:51,364,0.0
BATCH-52617,ART-1464-OLI-L,2025-12-14 23:00:51,406,1.0
BATCH-52618,ART-1401-MID-XS,2025-12-25 00:00:51,399,2.0
BATCH-52619,ART-1277-MID-XS,2025-12-24 05:00:51,367,2.0
BATCH-52620,ART-1490-CLA-S,2025-12-18 04:00:51,485,
BATCH-52621,ART-1202-OLI-M,2025-12-19 19:00:51,341,1.0
BATCH-52622,ART-1394-NAV-L,2025-12-25 13:00:51,298,
BATCH-52623,ART-1329-CLA-L,2025-12-17 21:00:51,219,0.0
BATCH-52624,ART-1198-MID-M,2025-12-14 15:00:51,492,0.0
BATCH-52625,ART-1243-CLA-XS,2025-12-12 20:00:51,489,0.0
BATCH-52626,ART-1350-NAV-XS,2025-12-16 04:00:51,386,0.0
BATCH-52627,ART-1247-CLA-S,2025-12-24 04:00:51,311,
BATCH-52628,ART-1292-NAV-XS,2025-12-15 07:00:51,219,0.0
BATCH-52629,ART-1125-MID-L,2025-12-16 16:00:51,275,0.0
BATCH-52630,ART-1145-NAV-XL,2025-12-24 07:00:51,457,0.0
BATCH-52631,ART-1192-OLI-XL,2025-12-28 09:00:51,474,
BATCH-52632,ART-1367-OLI-S,2025-12-10 23:00:51,346,1.0
BATCH-52633,ART-1085-OLI-S,2025-12-20 01:00:51,471,
BATCH-52634,ART-1209-NAV-M,2025-12-17 08:00:51,264,2.0
BATCH-52635,ART-1223-OLI-XS,2025-12-25 19:00:51,380,1.0
BATCH-52636,ART-1213-NAV-XS,2025-12-17 01:00:51,382,2.0
BATCH-52637,ART-1338-CLA-XL,2025-12-13 20:00:51,354,0.0
BATCH-52638,ART-1197-NAV-L,2025-12-15 19:00:51,489,
BATCH-52639,ART-1429-NAV-L,2025-12-25 13:00:51,260,
BATCH-52640,ART-1292-MID-XS,2025-12-25 17:00:51,375,2.0
BATCH-52641,ART-1101-MID-L,2025-12-30 13:00:51,353,2.0
BATCH-52642,ART-1012-OLI-S,2025-12-28 21:00:51,261,0.0
BATCH-52643,ART-1042-NAV-M,2025-12-18 05:00:51,355,1.0
BATCH-52644,ART-1105-CLA-L,2025-12-21 13:00:51,493,1.0
BATCH-52645,ART-1357-CLA-XS,2025-12-25 17:00:51,218,
BATCH-52646,ART-1154-NAV-M,2025-12-21 08:00:51,242,
BATCH-52647,ART-1443-MID-XS,2025-12-22 08:00:51,468,0.0
BATCH-52648,ART-1423-OLI-M,2025-12-15 12:00:51,405,0.0
BATCH-52649,ART-1235-OLI-M,2025-12-21 04:00:51,225,0.0
BATCH-52650,ART-1360-OLI-S,2025-12-18 15:00:51,384,0.0
BATCH-52651,ART-1444-NAV-M,2025-12-17 21:00:51,346,
BATCH-52652,ART-1007-CLA-XL,2025-12-30 06:00:51,269,1.0
BATCH-52653,ART-1329-OLI-M,2025-12-24 02:00:51,200,0.0
BATCH-52654,ART-1332-OLI-M,2025-12-14 16:00:51,282,2.0
BATCH-52655,ART-1025-CLA-M,2025-12-24 19:00:51,312,0.0
BATCH-52656,ART-1230-OLI-XL,2025-12-18 20:00:51,229,
BATCH-52657,ART-1054-OLI-M,2025-12-13 12:00:51,475,1.0
BATCH-52658,ART-1035-CLA-M,2025-12-17 09:00:51,295,0.0
BATCH-52659,ART-1176-CLA-XS,2025-12-21 20:00:51,233,1.0
BATCH-52660,ART-1050-OLI-XS,2025-12-27 02:00:51,255,2.0
BATCH-52661,ART-1419-CLA-XL,2025-12-25 04:00:51,454,0.0
BATCH-52662,ART-1428-OLI-XS,2025-12-14 19:00:51,401,1.0
BATCH-52663,ART-1116-CLA-L,2025-12-26 16:00:51,291,
BATCH-52664,ART-1381-MID-XS,2025-12-22 22:00:51,454,2.0
BATCH-52665,ART-1455-NAV-M,2025-12-21 16:00:51,208,1.0
BATCH-52666,ART-1397-OLI-XS,2025-12-21 16:00:51,216,0.0
BATCH-52667,ART-1039-OLI-XL,2025-12-16 08:00:51,309,1.0
BATCH-52668,ART-1280-OLI-M,2025-12-25 11:00:51,352,1.0
BATCH-52669,ART-1146-NAV-M,2025-12-19 01:00:51,397,
BATCH-52670,ART-1442-CLA-XL,2025-12-19 22:00:51,289,1.0
BATCH-52671,ART-1414-MID-XL,2025-12-15 21:00:51,337,0.0
BATCH-52672,ART-1318-MID-XL,2025-12-24 09:00:51,468,
BATCH-52673,ART-1132-NAV-S,2025-12-21 12:00:51,220,1.0
BATCH-52674,ART-1140-OLI-XS,2025-12-26 09:00:51,449,0.0
BATCH-52675,ART-1288-NAV-L,2025-12-25 20:00:51,201,2.0
BATCH-52676,ART-1076-MID-XL,2025-12-22 19:00:51,297,0.0
BATCH-52677,ART-1212-OLI-L,2025-12-23 10:00:51,206,0.0
BATCH-52678,ART-1029-NAV-L,2025-12-28 09:00:51,343,0.0
BATCH-52679,ART-1354-OLI-XS,2025-12-27 13:00:51,292,2.0
BATCH-52680,ART-1102-CLA-XS,2025-12-15 05:00:51,441,0.0
BATCH-52681,ART-1197-CLA-XS,2025-12-21 23:00:51,416,2.0
BATCH-52682,ART-1198-MID-XL,2025-12-13 13:00:51,456,0.0
BATCH-52683,ART-1441-CLA-XL,2025-12-19 14:00:51,338,1.0
BATCH-52684,ART-1236-CLA-L,2025-12-29 08:00:51,487,
BATCH-52685,ART-1047-MID-XS,2025-12-17 06:00:51,451,0.0
BATCH-52686,ART-1302-OLI-L,2025-12-24 01:00:51,400,1.0
BATCH-52687,ART-1234-MID-S,2025-12-18 23:00:51,437,0.0
BATCH-52688,ART-1368-MID-XL,2025-12-31 01:00:51,314,1.0
BATCH-52689,ART-1306-MID-S,2025-12-11 23:00:51,348,
BATCH-52690,ART-1479-OLI-XL,2025-12-29 21:00:51,471,
BATCH-52691,ART-1167-MID-L,2025-12-25 01:00:51,498,1.0
BATCH-52692,ART-1107-CLA-XS,2025-12-19 21:00:51,290,2.0
BATCH-52693,ART-1406-OLI-M,2025-12-25 21:00:51,361,0.0
BATCH-52694,ART-1222-NAV-XS,2025-12-22 10:00:51,332,0.0
BATCH-52695,ART-1404-OLI-M,2025-12-13 20:00:51,237,1.0
BATCH-52696,ART-1032-MID-L,2025-12-22 09:00:51,378,0.0
BATCH-52697,ART-1049-CLA-M,2025-12-13 16:00:51,464,1.0
BATCH-52698,ART-1361-NAV-M,2025-12-28 18:00:51,500,2.0
BATCH-52699,ART-1172-MID-L,2025-12-24 16:00:51,290,0.0
BATCH-52700,ART-1389-CLA-XL,2025-12-23 05:00:51,363,1.0
BATCH-52701,ART-1308-NAV-XL,2025-12-18 10:00:51,345,0.0
BATCH-52702,ART-1016-MID-L,2025-12-31 06:00:51,275,1.0
BATCH-52703,ART-1086-OLI-M,2025-12-23 19:00:51,243,
BATCH-52704,ART-1411-MID-XL,2025-12-19 01:00:51,282,
BATCH-52705,ART-1459-OLI-XS,2025-12-22 10:00:51,325,
BATCH-52706,ART-1102-MID-S,2025-12-12 23:00:51,273,2.0
BATCH-52707,ART-1336-MID-XL,2025-12-22 19:00:51,389,0.0
BATCH-52708,ART-1425-MID-XS,2025-12-15 19:00:51,414,0.0
BATCH-52709,ART-1335-NAV-XS,2025-12-17 20:00:51,391,0.0
BATCH-52710,ART-1313-NAV-M,2025-12-12 20:00:51,300,
BATCH-52711,ART-1369-CLA-XS,2025-12-10 18:00:51,285,
BATCH-52712,ART-1145-NAV-XS,2025-12-30 22:00:51,490,1.0
BATCH-52713,ART-1023-CLA-M,2025-12-12 05:00:51,436,2.0
BATCH-52714,ART-1096-OLI-XL,2025-12-25 21:00:51,458,0.0
BATCH-52715,ART-1170-NAV-M,2025-12-30 19:00:51,376,1.0
BATCH-52716,ART-1227-CLA-M,2025-12-29 05:00:51,260,0.0
BATCH-52717,ART-1220-NAV-XL,2025-12-22 06:00:51,225,
BATCH-52718,ART-1416-MID-M,2025-12-16 00:00:51,487,2.0
BATCH-52719,art-1462-oli-l,2025-12-14 05:00:51,473,2.0
BATCH-52720,ART-1410-OLI-XS,2025-12-28 05:00:51,370,
BATCH-52721,ART-1363-MID-M,2025-12-28 04:00:51,362,2.0
BATCH-52722,ART-1082-MID-L,2025-12-11 18:00:51,207,0.0
BATCH-52723,ART-1025-OLI-M,2025-12-17 20:00:51,298,0.0
BATCH-52724,art-1070-mid-xs,2025-12-21 17:00:51,454,0.0
BATCH-52725,ART-1009-NAV-XL,2025-12-30 07:00:51,397,0.0
BATCH-52726,ART-1005-CLA-M,2025-12-15 16:00:51,452,0.0
BATCH-52727,ART-1003-MID-XS,2025-12-24 03:00:51,370,0.0
BATCH-52728,ART-1485-CLA-S,2025-12-26 20:00:51,382,0.0
BATCH-52729,ART-1343-MID-XS,2025-12-14 22:00:51,413,2.0
BATCH-52730,ART-1109-MID-XS,2025-12-19 17:00:51,374,0.0
