receipt_id,product_id,sale_timestamp,units_sold,store_id
CE05CC41,ART-1476-MID-L,2026-01-10T20:44:52.180554,1,LDN-OXFORD
9F94FDC2,ART-1406-CLA-S,2026-01-18T12:28:52.180568,4,PAR-CHAMPS
95BF3318,ART-1071-MID-XS,2026-01-26T18:32:52.180582,2,PAR-CHAMPS
E17C96B4,ART-1294-OLI-M,2026-02-04T12:25:52.180597,3,PAR-CHAMPS
C32CE089,ART-1429-NAV-XS,2026-02-07T09:28:52.180610,4,PAR-CHAMPS
68329906,ART-1002-CLA-L,2026-01-10T07:47:52.180624,2,PAR-CHAMPS
5773A39E,ART-1493-MID-M,2026-01-26T15:54:52.180637,2,NYC-MAIN
FEEAC1F2,ART-1110-CLA-XL,2026-01-18T14:55:52.180652,2,NYC-MAIN
5170F60A,ART-1341-NAV-S,2026-01-29T11:51:52.180665,2,PAR-CHAMPS
02531777,ART-1486-NAV-M,2026-02-06T15:21:52.180679,3,NYC-MAIN
2BD148D5,ART-1251-NAV-L,2026-01-14T06:33:52.180694,3,NYC-MAIN
2B01CDAE,ART-1062-CLA-S,2026-01-28T03:51:52.180738,4,NYC-MAIN
A7F069D0,ART-1246-OLI-M,2026-02-04T17:40:52.180754,4,NYC-MAIN
727739C8,ART-1057-MID-S,2026-01-27T07:13:52.180768,1,LDN-OXFORD
5106CCA0,ART-1245-MID-XS,2026-01-12T16:02:52.180782,1,LDN-OXFORD
3A64CB03,ART-1369-OLI-M,2026-01-12T04:06:52.180797,3,NYC-MAIN
6A6D8F9B,ART-1249-OLI-XL,2026-01-13T09:02:52.180812,2,NYC-MAIN
F65F3341,ART-1094-CLA-L,2026-01-18T15:25:52.180826,1,NYC-MAIN
582F62CE,,2026-01-16T05:00:52.180840,3,NYC-MAIN
46AA5E17,ART-1175-NAV-M,2026-02-05T21:08:52.180854,2,LDN-OXFORD
B22B94C5,ART-1480-OLI-XS,2026-01-28T12:45:52.180867,1,PAR-CHAMPS
F58E48AB,ART-1484-CLA-S,2026-01-30T04:52:52.180881,3,PAR-CHAMPS
089B3101,ART-1228-CLA-S,2026-02-05T05:06:52.180895,2,NYC-MAIN
D39BA99B,ART-1033-MID-XS,2026-01-28T14:24:52.180910,4,LDN-OXFORD
4EBF1DC9,ART-1267-NAV-XL,2026-01-10T14:48:52.180924,3,NYC-MAIN
1587DF4A,ART-1487-CLA-XL,2026-01-31T22:21:52.180937,1,LDN-OXFORD
50C44ABA,ART-1128-MID-M,2026-01-17T12:38:52.180951,2,PAR-CHAMPS
0AF859F0,ART-1011-MID-XL,2026-01-29T05:50:52.180965,4,LDN-OXFORD
BC501ED7,ART-1259-OLI-M,2026-01-22T12:16:52.180980,4,LDN-OXFORD
8DC031CB,ART-1417-MID-S,2026-01-28T05:02:52.180994,4,PAR-CHAMPS
AAFEF57D,ART-1397-OLI-S,2026-01-17T16:30:52.181008,4,PAR-CHAMPS
253806CD,ART-1238-CLA-S,2026-01-20T13:12:52.181021,2,LDN-OXFORD
69B3CFF5,ART-1051-NAV-XL,2026-02-08T00:40:52.181036,2,LDN-OXFORD
9A37A28E,ART-1339-MID-XS,2026-02-01T02:49:52.181049,2,NYC-MAIN
3CC67A3F,ART-1448-OLI-XS,2026-02-03T05:30:52.181063,2,LDN-OXFORD
AF1B58DD,ART-1151-OLI-XS,2026-01-28T12:21:52.181077,3,NYC-MAIN
396DB9A7,ART-1492-MID-M,2026-01-26T12:05:52.181091,1,LDN-OXFORD
11565F34,ART-1253-OLI-XL,2026-02-07T15:15:52.181105,1,LDN-OXFORD
FABBC197,ART-1393-CLA-S,2026-01-17T08:11:52.181118,2,PAR-CHAMPS
886ECFA4,ART-1210-CLA-XL,2026-01-28T01:35:52.181134,3,PAR-CHAMPS
7C95046C,ART-1274-NAV-S,2026-02-04T07:55:52.181148,1,PAR-CHAMPS
1864B10A,ART-1061-NAV-XS,2026-01-12T19:31:52.181161,4,PAR-CHAMPS
999DB0EC,ART-1006-MID-M,2026-01-23T20:46:52.181175,4,PAR-CHAMPS
7C7FDBFE,ART-1214-NAV-M,2026-01-30T01:17:52.181193,1,PAR-CHAMPS
4110C29C,ART-1367-OLI-XL,2026-02-08T07:36:52.181208,4,NYC-MAIN
9DCC8318,ART-1332-CLA-S,2026-02-03T05:49:52.181222,3,PAR-CHAMPS
991E1D2F,ART-1106-OLI-XL,2026-01-11T06:11:52.181236,1,NYC-MAIN
0FC611C7,ART-1050-CLA-S,2026-01-30T03:33:52.181250,1,LDN-OXFORD
E0A92CFF,ART-1376-CLA-XL,2026-01-18T03:25:52.181264,3,PAR-CHAMPS
35611974,ART-1280-OLI-S,2026-02-05T16:25:52.181278,2,LDN-OXFORD
09DEF0A7,ART-1222-OLI-XS,2026-02-01T22:18:52.181292,3,LDN-OXFORD
FA71A171,ART-1145-CLA-S,2026-01-26T02:25:52.181306,2,NYC-MAIN
E79B0E86,ART-1177-NAV-XS,2026-01-20T14:18:52.181320,1,NYC-MAIN
67012B2B,ART-1144-CLA-L,2026-01-28T05:57:52.181334,3,NYC-MAIN
C3BF6495,ART-1176-CLA-M,2026-01-30T02:19:52.181348,4,PAR-CHAMPS
F00D6289,ART-1397-NAV-S,2026-01-26T18:09:52.181362,1,NYC-MAIN
E2422EA1,ART-1136-CLA-L,2026-01-31T02:21:52.181375,4,NYC-MAIN
3F14D0A7,ART-1343-NAV-S,2026-01-11T06:06:52.181389,2,PAR-CHAMPS
31C6F366,ART-1397-MID-XL,2026-01-11T23:50:52.181403,4,NYC-MAIN
0338AAC0,ART-1478-OLI-S,2026-02-05T21:14:52.181417,2,PAR-CHAMPS
925F3A10,,2026-01-24T16:59:52.181430,2,LDN-OXFORD
E0CCB049,ART-1018-MID-XL,2026-01-20T21:42:52.181445,1,LDN-OXFORD
A4712D91,,2026-01-14T17:17:52.181458,3,NYC-MAIN
86B6F932,,2026-01-21T03:49:52.181472,1,LDN-OXFORD
892F428E,ART-1206-CLA-XS,2026-01-11T14:57:52.181486,3,NYC-MAIN
38C6C83F,ART-1164-CLA-L,2026-01-23T07:25:52.181500,2,PAR-CHAMPS
D11570F4,ART-1154-NAV-L,2026-02-03T15:34:52.181513,2,NYC-MAIN
41668FAA,ART-1429-OLI-S,2026-01-17T13:29:52.181527,2,LDN-OXFORD
A97967C7,ART-1271-OLI-M,2026-02-08T06:58:52.181540,3,NYC-MAIN
8C38C8D4,ART-1134-NAV-XS,2026-02-05T17:01:52.181554,3,PAR-CHAMPS
B45A565D,ART-1144-CLA-XL,2026-01-25T04:40:52.181568,4,PAR-CHAMPS
B0FA4840,ART-1457-OLI-XL,2026-01-18T13:37:52.181581,2,PAR-CHAMPS
2DB1DD0A,ART-1179-MID-L,2026-01-27T05:34:52.181595,4,NYC-MAIN
3B24E4DE,ART-1041-OLI-XS,2026-01-26T21:19:52.181609,4,PAR-CHAMPS
68817AFA,ART-1462-OLI-S,2026-01-27T23:49:52.181623,4,LDN-OXFORD
E8454B39,ART-1059-OLI-M,2026-01-15T19:35:52.181637,4,PAR-CHAMPS
3FC55A46,ART-1448-MID-L,2026-01-29T19:01:52.181652,1,LDN-OXFORD
64A3ABF1,ART-1439-NAV-L,2026-02-03T22:11:52.181666,-1,PAR-CHAMPS
F72DCF70,ART-1254-OLI-M,2026-01-25T06:23:52.181679,2,PAR-CHAMPS
9567C217,ART-1335-CLA-M,2026-02-02T19:22:52.181692,1,PAR-CHAMPS
B45B7F23,ART-1288-OLI-L,2026-01-22T21:59:52.181706,4,PAR-CHAMPS
8FCF81D1,ART-1304-NAV-M,2026-01-26T08:22:52.181719,1,NYC-MAIN
26193BE5,ART-1045-OLI-XS,2026-01-31T03:27:52.181733,3,NYC-MAIN
A65D9F46,ART-1049-CLA-L,2026-01-11T08:29:52.181747,3,LDN-OXFORD
23ABD5E6,ART-1064-NAV-M,2026-01-28T07:53:52.181761,1,PAR-CHAMPS
8777BA7F,ART-1429-NAV-S,2026-02-05T03:40:52.181774,1,NYC-MAIN
CC66E6F2,ART-1278-OLI-XL,2026-01-17T17:02:52.181788,3,PAR-CHAMPS
43D6B2B6,ART-1218-OLI-L,2026-01-20T20:23:52.181803,3,NYC-MAIN
763130F3,ART-1175-NAV-M,2026-01-15T11:40:52.181818,1,LDN-OXFORD
12A88C14,ART-1320-NAV-XS,2026-01-29T23:02:52.181831,1,LDN-OXFORD
741D5ABA,ART-1449-CLA-L,2026-01-10T13:28:52.181845,4,PAR-CHAMPS
EE94772B,ART-1159-NAV-XS,2026-02-03T04:07:52.181859,2,LDN-OXFORD
E5578A19,ART-1391-OLI-L,2026-02-02T07:41:52.181872,1,NYC-MAIN
9C7223F8,ART-1449-MID-L,2026-01-13T02:01:52.181886,3,NYC-MAIN
ECB02CE4,ART-1003-MID-XS,2026-01-26T06:07:52.181900,2,PAR-CHAMPS
F041F163,ART-1293-MID-M,2026-01-12T07:51:52.181914,4,PAR-CHAMPS
28439D61,ART-1305-CLA-L,2026-01-27T00:55:52.181929,4,NYC-MAIN
478659DF,ART-1154-OLI-XS,2026-01-28T14:07:52.181943,3,PAR-CHAMPS
3763A9AF,ART-1098-CLA-L,2026-02-02T16:40:52.181957,1,LDN-OXFORD
249AF033,ART-1350-OLI-XL,2026-01-28T00:13:52.181971,1,PAR-CHAMPS
C21918E8,ART-1387-OLI-S,2026-01-26T22:50:52.181986,2,PAR-CHAMPS
215C75C8,ART-1189-OLI-XL,2026-01-18T03:00:52.181999,3,LDN-OXFORD
09D359E9,ART-1118-MID-XL,2026-02-05T05:05:52.182014,2,NYC-MAIN
6C691215,ART-1309-OLI-S,2026-01-13T12:14:52.182029,4,NYC-MAIN
C52C2E0E,ART-1005-MID-S,2026-01-15T08:21:52.182043,2,NYC-MAIN
1141BB9C,ART-1222-OLI-S,2026-01-13T07:14:52.182057,1,NYC-MAIN
4FCCF8A1,ART-1421-NAV-XL,2026-02-02T07:03:52.182071,4,PAR-CHAMPS
C0E5D459,ART-1191-NAV-XL,2026-02-01T22:59:52.182091,3,PAR-CHAMPS
DA6FC0D9,ART-1072-CLA-S,2026-01-16T19:47:52.182106,4,LDN-OXFORD
C0E33E79,ART-1246-MID-XS,2026-02-06T13:18:52.182119,2,PAR-CHAMPS
D28958CB,ART-1172-OLI-S,2026-02-03T19:44:52.182133,2,LDN-OXFORD
C3B89629,ART-1453-NAV-M,2026-02-03T18:38:52.182147,4,LDN-OXFORD
25EE6BB2,ART-1311-NAV-S,2026-01-31T01:56:52.182161,4,LDN-OXFORD
14DD557B,ART-1337-NAV-S,2026-01-10T07:01:52.182175,2,LDN-OXFORD
4E728CAF,ART-1356-OLI-L,2026-01-20T22:27:52.182189,2,LDN-OXFORD
76DD21F5,ART-1364-NAV-S,2026-02-06T03:09:52.182202,2,PAR-CHAMPS
EE07D32B,ART-1050-NAV-XL,2026-01-16T21:38:52.182216,3,NYC-MAIN
0AF6347D,ART-1387-MID-XS,2026-01-26T18:35:52.182230,1,NYC-MAIN
43EC4B45,ART-1271-CLA-S,2026-02-01T08:24:52.182244,4,LDN-OXFORD
9DAE4145,ART-1143-MID-XL,2026-01-24T10:38:52.182258,3,PAR-CHAMPS
272B3CA2,ART-1135-NAV-M,2026-02-08T08:01:52.182271,4,PAR-CHAMPS
B36FC18C,ART-1230-OLI-XL,2026-01-10T02:49:52.182285,3,PAR-CHAMPS
3AA5E968,ART-1217-OLI-S,2026-01-12T22:34:52.182298,3,NYC-MAIN
A19F0C9E,ART-1020-OLI-XL,2026-01-30T03:14:52.182312,4,NYC-MAIN
C91367ED,ART-1039-CLA-XS,2026-02-01T17:15:52.182326,1,LDN-OXFORD
891A40AD,ART-1190-MID-M,2026-01-12T05:53:52.182340,2,LDN-OXFORD
7A1B3F6D,ART-1114-CLA-L,2026-02-02T17:14:52.182353,1,PAR-CHAMPS
D0398527,ART-1114-NAV-XL,2026-02-05T15:44:52.182367,4,PAR-CHAMPS
92DB5F1F,ART-1192-OLI-XS,2026-01-24T21:02:52.182382,2,LDN-OXFORD
E1A50506,ART-1293-CLA-M,2026-01-25T03:36:52.182396,4,NYC-MAIN
EB487A86,ART-1197-MID-XL,2026-01-20T16:51:52.182415,2,LDN-OXFORD
952791DD,ART-1239-CLA-L,2026-01-29T03:01:52.182428,3,NYC-MAIN
338DBB56,ART-1441-CLA-M,2026-01-22T13:49:52.182442,3,LDN-OXFORD
4A928CEC,ART-1223-NAV-XL,2026-02-05T02:53:52.182456,2,NYC-MAIN
032B28DB,ART-1438-OLI-XS,2026-02-06T02:28:52.182470,3,LDN-OXFORD
5766BFDD,ART-1022-NAV-XS,2026-01-17T00:31:52.182484,2,PAR-CHAMPS
B85AB0FF,ART-1141-NAV-L,2026-01-25T08:25:52.182498,4,LDN-OXFORD
458028D0,ART-1257-NAV-L,2026-01-15T21:39:52.182512,1,NYC-MAIN
D85345E5,ART-1111-MID-XS,2026-01-24T14:07:52.182526,2,PAR-CHAMPS
C0082ACF,ART-1429-NAV-XL,2026-02-05T14:10:52.182544,1,LDN-OXFORD
6F73C5B7,,2026-01-25T13:17:52.182558,3,NYC-MAIN
0A15F39F,ART-1476-OLI-XS,2026-01-16T05:27:52.182572,4,LDN-OXFORD
CA242016,ART-1201-OLI-L,2026-02-03T03:38:52.182587,4,PAR-CHAMPS
8BEC1B3B,ART-1028-CLA-XS,2026-01-16T11:17:52.182601,1,PAR-CHAMPS
85510E32,ART-1407-OLI-XS,2026-01-10T20:30:52.182615,4,NYC-MAIN
94F923BB,ART-1089-CLA-S,2026-01-10T10:48:52.182628,2,PAR-CHAMPS
AD1AF1C2,ART-1457-MID-S,2026-02-03T18:13:52.182643,4,NYC-MAIN
6949A619,ART-1470-MID-L,2026-01-28T00:32:52.182663,3,LDN-OXFORD
B33B4016,ART-1153-NAV-XL,2026-02-03T09:17:52.182679,3,NYC-MAIN
9F5B0FB9,ART-1139-MID-XL,2026-01-23T12:45:52.182694,3,PAR-CHAMPS
C43CE609,ART-1181-CLA-XS,2026-01-22T12:15:52.182709,3,NYC-MAIN
3F54A88A,ART-1276-CLA-S,2026-02-07T07:03:52.182723,3,PAR-CHAMPS
2C4C68CB,ART-1102-MID-S,2026-01-27T19:51:52.182737,3,NYC-MAIN
5B939E48,ART-1278-NAV-M,2026-02-04T10:33:52.182750,2,PAR-CHAMPS
6E0EE636,ART-1098-OLI-XS,2026-01-13T18:59:52.182764,4,LDN-OXFORD
DF041334,ART-1104-OLI-XL,2026-01-15T11:31:52.182779,1,LDN-OXFORD
6068E94B,ART-1238-OLI-M,2026-01-13T06:49:52.182792,1,PAR-CHAMPS
173AD936,ART-1394-CLA-XL,2026-01-24T19:45:52.182806,2,LDN-OXFORD
70BF07F7,ART-1169-CLA-XL,2026-01-10T16:26:52.182819,2,LDN-OXFORD
5819E6E6,ART-1077-CLA-XS,2026-01-16T17:23:52.182833,3,LDN-OXFORD
99E9888C,ART-1028-OLI-S,2026-01-25T20:52:52.182847,1,LDN-OXFORD
81140C68,ART-1310-OLI-XL,2026-01-31T05:59:52.182865,2,LDN-OXFORD
DFC24AA3,ART-1047-OLI-M,2026-01-23T08:26:52.182879,2,PAR-CHAMPS
B9167872,ART-1183-OLI-XL,2026-02-06T04:17:52.182893,4,PAR-CHAMPS
0FC6FB9D,ART-1220-NAV-S,2026-02-04T19:10:52.182907,2,LDN-OXFORD
198C4147,ART-1317-MID-XS,2026-01-20T22:42:52.182920,4,LDN-OXFORD
991A5F18,ART-1175-CLA-L,2026-01-27T14:21:52.182934,2,PAR-CHAMPS
CF9BC9D9,ART-1254-NAV-XL,2026-01-20T13:53:52.182948,1,NYC-MAIN
6EFF2A38,ART-1474-MID-XS,2026-01-12T18:01:52.182961,4,LDN-OXFORD
A5326253,ART-1110-OLI-XL,2026-01-26T08:12:52.182975,2,PAR-CHAMPS
66B501C8,ART-1349-OLI-S,2026-02-01T08:48:52.182989,4,NYC-MAIN
3FF43CFC,ART-1288-CLA-XL,2026-01-27T10:29:52.183007,4,NYC-MAIN
0C623A3A,ART-1231-OLI-XL,2026-01-18T06:15:52.183021,3,NYC-MAIN
1759427B,ART-1117-CLA-S,2026-01-23T02:55:52.183035,1,LDN-OXFORD
5E65C632,ART-1351-MID-M,2026-01-14T06:00:52.183049,3,NYC-MAIN
A1017794,ART-1193-MID-L,2026-01-28T16:25:52.183063,3,LDN-OXFORD
67011608,ART-1134-NAV-XL,2026-02-04T20:52:52.183077,2,NYC-MAIN
C83261F1,ART-1454-OLI-S,2026-01-26T12:28:52.183091,3,NYC-MAIN
8A8CB9D2,ART-1433-NAV-XL,2026-01-13T00:40:52.183105,3,NYC-MAIN
3575932A,ART-1039-CLA-M,2026-02-05T15:18:52.183118,1,PAR-CHAMPS
9397FCB9,ART-1003-NAV-M,2026-02-02T00:43:52.183132,2,PAR-CHAMPS
4FD6AA28,ART-1430-MID-M,2026-01-26T14:44:52.183146,3,NYC-MAIN
94FBB990,ART-1155-OLI-XS,2026-02-03T01:14:52.183160,1,LDN-OXFORD
821FB9DD,ART-1407-OLI-L,2026-01-11T21:31:52.183173,3,LDN-OXFORD
DA76C80D,ART-1479-OLI-L,2026-01-11T12:20:52.183186,4,PAR-CHAMPS
11CBF7EA,ART-1003-NAV-M,2026-02-06T17:07:52.183200,1,PAR-CHAMPS
EA3CF8DC,,2026-01-20T10:11:52.183213,4,LDN-OXFORD
D70698F9,ART-1041-CLA-L,2026-01-14T07:59:52.183227,1,NYC-MAIN
B9B5A922,ART-1210-OLI-S,2026-01-17T18:08:52.183241,2,NYC-MAIN
77433865,ART-1379-CLA-S,2026-01-11T04:26:52.183255,2,NYC-MAIN
B2E8DE95,ART-1264-NAV-XL,2026-02-01T00:54:52.183269,1,NYC-MAIN
864DAAA0,ART-1298-NAV-S,2026-02-03T11:41:52.183282,3,PAR-CHAMPS
789ABCE2,ART-1143-NAV-XS,2026-01-28T08:26:52.183296,2,PAR-CHAMPS
8587DC58,ART-1319-MID-XL,2026-01-20T11:57:52.183315,4,NYC-MAIN
0C8BD74C,ART-1337-MID-M,2026-02-04T03:08:52.183328,1,LDN-OXFORD
E58DDDA9,ART-1066-MID-XL,2026-01-22T09:26:52.183342,4,NYC-MAIN
C9F98CE9,ART-1239-NAV-XS,2026-02-02T11:20:52.183357,3,LDN-OXFORD
74F5A395,ART-1165-NAV-XL,2026-02-06T20:28:52.183374,3,PAR-CHAMPS
5C52D9AF,ART-1036-CLA-L,2026-01-29T21:54:52.183389,1,LDN-OXFORD
D84E5053,ART-1366-CLA-L,2026-02-05T12:12:52.183403,1,NYC-MAIN
937E7D19,ART-1133-MID-XL,2026-01-31T02:41:52.183417,2,NYC-MAIN
95B73610,ART-1036-CLA-L,2026-01-25T13:53:52.183430,4,NYC-MAIN
A001C0B1,ART-1229-MID-M,2026-01-24T15:49:52.183443,4,PAR-CHAMPS
BEAB81BD,ART-1076-MID-S,2026-02-05T19:23:52.183462,4,NYC-MAIN
84E8B850,ART-1451-NAV-XS,2026-02-01T02:34:52.183478,2,LDN-OXFORD
97B0E5BF,ART-1108-CLA-S,2026-02-06T08:07:52.183491,3,PAR-CHAMPS
F24E74F3,ART-1358-MID-XS,2026-01-12T07:32:52.183505,1,NYC-MAIN
A0064316,ART-1331-NAV-S,2026-02-02T23:43:52.183519,4,LDN-OXFORD
E44D5233,ART-1241-NAV-S,2026-02-07T01:37:52.183533,3,LDN-OXFORD
61694681,ART-1147-MID-XL,2026-01-23T07:24:52.183546,3,LDN-OXFORD
0CF1582E,ART-1274-CLA-XL,2026-01-26T18:27:52.183560,4,NYC-MAIN
979D7BC7,ART-1311-OLI-XL,2026-01-17T11:01:52.183574,1,LDN-OXFORD
BEC3AB7D,ART-1202-NAV-M,2026-01-28T03:04:52.183588,4,NYC-MAIN
B42C36D2,ART-1217-MID-XS,2026-01-09T18:39:52.183601,1,NYC-MAIN
DFAC10C0,ART-1197-NAV-XL,2026-02-05T21:55:52.183615,3,LDN-OXFORD
74979A1F,ART-1404-MID-M,2026-01-15T01:34:52.183628,4,LDN-OXFORD
B186F34A,ART-1369-CLA-XS,2026-02-02T04:10:52.183642,3,LDN-OXFORD
A1DADB78,ART-1301-OLI-L,2026-01-09T18:12:52.183655,3,PAR-CHAMPS
8A72F9F0,ART-1021-OLI-XL,2026-01-27T18:06:52.183669,1,NYC-MAIN
5F8CC798,ART-1010-MID-L,2026-01-21T19:16:52.183682,2,LDN-OXFORD
E9D98068,ART-1100-MID-S,2026-01-20T12:39:52.183696,2,PAR-CHAMPS
525D3731,ART-1239-NAV-L,2026-01-15T12:15:52.183710,3,LDN-OXFORD
FBFFA336,ART-1391-CLA-XS,2026-01-23T04:54:52.183723,4,PAR-CHAMPS
6E5EC4A6,ART-1068-NAV-M,2026-01-20T22:34:52.183736,3,PAR-CHAMPS
13C4B17D,ART-1467-OLI-XS,2026-01-13T09:44:52.183750,1,NYC-MAIN
6A269AE3,ART-1195-CLA-L,2026-01-26T10:40:52.183769,3,PAR-CHAMPS
53DE962A,ART-1151-OLI-S,2026-01-20T01:55:52.183783,3,LDN-OXFORD
29A6D8BC,ART-1495-MID-S,2026-01-14T14:36:52.183796,3,PAR-CHAMPS
23EAF7F2,ART-1291-MID-XS,2026-01-22T06:16:52.183810,3,PAR-CHAMPS
BD475FCD,ART-1005-NAV-XL,2026-02-06T03:01:52.183823,1,NYC-MAIN
E863DFEC,ART-1155-MID-XS,2026-02-08T00:12:52.183837,3,PAR-CHAMPS
D34145A8,ART-1064-MID-XL,2026-02-05T21:54:52.183850,1,PAR-CHAMPS
E0D6668F,ART-1024-OLI-XS,2026-01-24T09:54:52.183864,2,PAR-CHAMPS
702F8394,ART-1398-CLA-S,2026-01-25T04:46:52.183878,2,PAR-CHAMPS
4AF1531D,ART-1136-CLA-S,2026-01-17T02:54:52.183896,4,PAR-CHAMPS
F6AC6527,ART-1099-MID-M,2026-01-12T21:45:52.183910,4,NYC-MAIN
41944445,ART-1083-CLA-M,2026-01-28T09:07:52.183924,2,LDN-OXFORD
02C471AC,ART-1104-CLA-XS,2026-02-07T14:25:52.183937,4,LDN-OXFORD
59A02B5A,ART-1207-CLA-L,2026-01-17T03:01:52.183952,3,NYC-MAIN
DDB631C7,,2026-01-16T09:08:52.183965,1,NYC-MAIN
722A3E56,ART-1361-MID-S,2026-02-06T21:10:52.183979,1,LDN-OXFORD
E584CC5C,ART-1375-CLA-M,2026-02-07T09:40:52.183992,1,PAR-CHAMPS
00BAF94D,ART-1107-CLA-XS,2026-01-29T10:31:52.184006,1,NYC-MAIN
CF94EFF2,ART-1263-NAV-M,2026-01-29T13:23:52.184021,4,LDN-OXFORD
B4E96210,ART-1197-CLA-S,2026-01-13T12:13:52.184035,2,LDN-OXFORD
F37030FA,,2026-01-31T11:10:52.184048,4,LDN-OXFORD
CC66FD22,ART-1341-NAV-XS,2026-01-11T04:43:52.184062,4,LDN-OXFORD
1A4445D9,ART-1253-CLA-XL,2026-02-03T02:27:52.184076,4,PAR-CHAMPS
62D35C8F,ART-1181-NAV-S,2026-01-30T01:27:52.184093,4,PAR-CHAMPS
9468ED1C,ART-1058-MID-M,2026-01-20T01:51:52.184108,3,LDN-OXFORD
7743ED1D,ART-1032-CLA-L,2026-01-15T01:14:52.184122,2,LDN-OXFORD
8A5E3B47,ART-1268-NAV-L,2026-02-05T07:40:52.184136,4,PAR-CHAMPS
B5F360C4,ART-1424-MID-XL,2026-01-28T15:45:52.184149,1,PAR-CHAMPS
5E6A534F,ART-1204-OLI-XS,2026-01-12T11:21:52.184163,2,LDN-OXFORD
7AD205D4,ART-1123-NAV-M,2026-01-18T19:39:52.184176,2,PAR-CHAMPS
1120C2AD,ART-1093-CLA-XL,2026-01-20T00:46:52.184190,3,PAR-CHAMPS
7AE5A66F,ART-1301-NAV-XL,2026-01-27T07:42:52.184205,4,LDN-OXFORD
61D0D756,ART-1257-OLI-XS,2026-02-05T18:10:52.184224,1,PAR-CHAMPS
9A0BE6E1,ART-1424-NAV-S,2026-01-21T08:06:52.184238,2,NYC-MAIN
F51F11DF,ART-1351-OLI-XS,2026-02-03T14:22:52.184251,-1,PAR-CHAMPS
CF6C1238,ART-1358-CLA-L,2026-01-18T14:16:52.184264,3,NYC-MAIN
A30D5024,ART-1404-NAV-XL,2026-01-29T22:24:52.184278,1,NYC-MAIN
DF113E59,ART-1485-NAV-XL,2026-01-15T22:35:52.184292,2,LDN-OXFORD
B8E7A8B0,ART-1413-CLA-XS,2026-02-06T22:26:52.184305,2,NYC-MAIN
88A91486,ART-1261-OLI-L,2026-02-03T17:55:52.184319,4,NYC-MAIN
72BA934F,ART-1255-CLA-S,2026-01-31T05:17:52.184332,2,NYC-MAIN
F2D7600F,ART-1080-NAV-XS,2026-01-16T10:52:52.184350,3,NYC-MAIN
F94B492A,ART-1192-MID-XL,2026-01-22T13:33:52.184364,4,PAR-CHAMPS
7335460D,ART-1494-MID-XS,2026-01-10T03:17:52.184378,2,NYC-MAIN
C231FE65,ART-1249-MID-S,2026-01-25T04:17:52.184392,-1,PAR-CHAMPS
8E10AFC8,ART-1169-NAV-XL,2026-01-16T23:37:52.184405,2,NYC-MAIN
F1A9BAB4,ART-1221-NAV-S,2026-01-30T16:57:52.184418,4,NYC-MAIN
CF2F9CAE,ART-1165-NAV-M,2026-01-13T10:31:52.184432,2,LDN-OXFORD
20E53D8F,ART-1497-MID-XS,2026-01-19T20:34:52.184445,2,NYC-MAIN
941FAE41,ART-1133-OLI-L,2026-02-07T07:40:52.184459,4,LDN-OXFORD
BE7B3D24,ART-1170-NAV-M,2026-01-31T00:12:52.184473,2,NYC-MAIN
F6F3B0FE,ART-1244-CLA-M,2026-01-18T20:07:52.184486,4,LDN-OXFORD
DF89C502,,2026-01-22T09:30:52.184500,2,NYC-MAIN
FF1B7EC1,ART-1498-OLI-M,2026-01-29T20:31:52.184513,1,PAR-CHAMPS
0C2015CE,ART-1040-OLI-XS,2026-01-31T04:38:52.184527,1,NYC-MAIN
77464750,ART-1101-NAV-XS,2026-01-29T16:01:52.184541,4,PAR-CHAMPS
8D7A7CE0,,2026-02-03T10:18:52.184555,1,PAR-CHAMPS
2802891D,ART-1107-OLI-M,2026-01-26T01:38:52.184568,3,LDN-OXFORD
183149BA,ART-1067-OLI-XS,2026-02-06T09:11:52.184581,3,NYC-MAIN
ED453549,ART-1025-MID-XL,2026-01-16T19:26:52.184595,3,LDN-OXFORD
8663BA74,ART-1338-CLA-XL,2026-02-03T15:51:52.184608,2,NYC-MAIN
4D4E0B4D,ART-1197-CLA-M,2026-01-27T13:45:52.184622,3,LDN-OXFORD
F9887A6A,ART-1435-OLI-XS,2026-01-20T10:29:52.184635,3,PAR-CHAMPS
05C4C67D,ART-1272-OLI-L,2026-01-26T13:15:52.184654,3,PAR-CHAMPS
03CA5FA7,ART-1224-NAV-XS,2026-01-23T05:50:52.184668,2,PAR-CHAMPS
075708C0,ART-1223-MID-S,2026-01-10T21:28:52.184682,3,PAR-CHAMPS
A205CC82,ART-1389-CLA-M,2026-01-12T18:49:52.184697,2,PAR-CHAMPS
A06E6765,ART-1051-NAV-XS,2026-01-25T07:10:52.184711,3,PAR-CHAMPS
ADF0F996,ART-1401-NAV-M,2026-02-03T11:26:52.184724,2,LDN-OXFORD
6FB06791,ART-1487-MID-M,2026-01-15T11:21:52.184737,2,NYC-MAIN
4FD754E8,ART-1434-CLA-XL,2026-01-15T19:09:52.184751,1,PAR-CHAMPS
092D6CC8,ART-1055-CLA-XS,2026-01-14T21:00:52.184765,2,LDN-OXFORD
A9A10DFF,ART-1467-NAV-S,2026-01-19T07:00:52.184778,3,PAR-CHAMPS
5EECC6FE,ART-1300-NAV-M,2026-01-20T22:29:52.184796,2,NYC-MAIN
